.HEADER
..NAMES
Time,V U3.F8
.DATA
9.10441e-008,1.2686
9.10865e-008,1.2714
9.11289e-008,1.2807
9.11713e-008,1.2822
9.12137e-008,1.2824
9.12562e-008,1.2781
9.12986e-008,1.2702
9.13410e-008,1.2632
9.13834e-008,1.2575
9.14259e-008,1.2561
9.14683e-008,1.2523
9.15107e-008,1.2491
9.15531e-008,1.2508
9.15956e-008,1.2530
9.16380e-008,1.2559
9.16804e-008,1.2578
9.17229e-008,1.2587
9.17653e-008,1.2582
9.18077e-008,1.2571
9.18501e-008,1.2563
9.18926e-008,1.2554
9.19350e-008,1.2566
9.19774e-008,1.2576
9.20198e-008,1.2568
9.20623e-008,1.2563
9.21047e-008,1.2558
9.21471e-008,1.2559
9.21895e-008,1.2563
9.22320e-008,1.2572
9.22744e-008,1.2581
9.23168e-008,1.2574
9.23592e-008,1.2572
9.24016e-008,1.2582
9.24441e-008,1.2586
9.24865e-008,1.2585
9.25289e-008,1.2582
9.25713e-008,1.2578
9.26138e-008,1.2574
9.26562e-008,1.2574
9.26986e-008,1.2577
9.27410e-008,1.2579
9.27835e-008,1.2582
9.28259e-008,1.2582
9.28683e-008,1.2579
9.29108e-008,1.2580
9.29532e-008,1.2581
9.29956e-008,1.2582
9.30380e-008,1.2583
9.30805e-008,1.2584
9.31229e-008,1.2583
9.31653e-008,1.2579
9.32077e-008,1.2581
9.32502e-008,1.2584
9.32926e-008,1.2584
9.33350e-008,1.2583
9.33774e-008,1.2582
9.34198e-008,1.2582
9.34623e-008,1.2583
9.35047e-008,1.2584
9.35471e-008,1.2585
9.35895e-008,1.2585
9.36320e-008,1.2585
9.36744e-008,1.2584
9.37168e-008,1.2584
9.37592e-008,1.2585
9.38017e-008,1.2585
9.38441e-008,1.2586
9.38865e-008,1.2585
9.39290e-008,1.2582
9.39714e-008,1.2409
9.40138e-008,1.1248
9.40562e-008,0.9558
9.40987e-008,0.8085
9.41411e-008,0.6317
9.41835e-008,0.4873
9.42259e-008,0.3811
9.42684e-008,0.3092
9.43108e-008,0.2603
9.43532e-008,0.2306
9.43956e-008,0.2314
9.44381e-008,0.2335
9.44805e-008,0.2317
9.45229e-008,0.2309
9.45653e-008,0.2272
9.46077e-008,0.2194
9.46502e-008,0.2115
9.46926e-008,0.2078
9.47350e-008,0.2065
9.47774e-008,0.2090
9.48199e-008,0.2088
9.48623e-008,0.1945
9.49047e-008,0.1902
9.49471e-008,0.1960
9.49896e-008,0.1977
9.50320e-008,0.2040
9.50744e-008,0.2128
9.51169e-008,0.2196
9.51593e-008,0.2222
9.52017e-008,0.2248
9.52441e-008,0.2308
9.52866e-008,0.2293
9.53290e-008,0.2251
9.53714e-008,0.2236
9.54138e-008,0.2223
9.54563e-008,0.2207
9.54987e-008,0.2206
9.55411e-008,0.2222
9.55835e-008,0.2233
9.56259e-008,0.2241
9.56684e-008,0.2233
9.57108e-008,0.2211
9.57532e-008,0.2225
9.57956e-008,0.2242
9.58381e-008,0.2237
9.58805e-008,0.2235
9.59229e-008,0.2235
9.59653e-008,0.2228
9.60078e-008,0.2216
9.60502e-008,0.2220
9.60926e-008,0.2229
9.61351e-008,0.2213
9.61775e-008,0.2204
9.62199e-008,0.2211
9.62623e-008,0.2215
9.63048e-008,0.2214
9.63472e-008,0.2217
9.63896e-008,0.2221
9.64320e-008,0.2218
9.64745e-008,0.2215
9.65169e-008,0.2212
9.65593e-008,0.2210
9.66017e-008,0.2215
9.66442e-008,0.2215
9.66866e-008,0.2212
9.67290e-008,0.2211
9.67714e-008,0.2211
9.68138e-008,0.2210
9.68563e-008,0.2209
9.68987e-008,0.2213
9.69411e-008,0.2213
9.69835e-008,0.2207
9.70260e-008,0.2207
9.70684e-008,0.2211
9.71108e-008,0.2211
9.71532e-008,0.2209
9.71957e-008,0.2209
9.72381e-008,0.2209
9.72805e-008,0.2207
9.73230e-008,0.2207
9.73654e-008,0.2208
9.74078e-008,0.2208
9.74502e-008,0.2208
9.74927e-008,0.2207
9.75351e-008,0.2207
9.75775e-008,0.2206
9.76199e-008,0.2207
9.76624e-008,0.2206
9.77048e-008,0.2206
9.77472e-008,0.2207
9.77896e-008,0.2206
9.78321e-008,0.2204
9.78745e-008,0.2205
9.79169e-008,0.2206
9.79593e-008,0.2205
9.80017e-008,0.2204
9.80442e-008,0.2205
9.80866e-008,0.2204
9.81290e-008,0.2204
9.81714e-008,0.2204
9.82139e-008,0.2204
9.82563e-008,0.2204
9.82987e-008,0.2204
9.83412e-008,0.2203
9.83836e-008,0.2203
9.84260e-008,0.2203
9.84684e-008,0.2203
9.85109e-008,0.2203
9.85533e-008,0.2203
9.85957e-008,0.2203
9.86381e-008,0.2202
9.86806e-008,0.2202
9.87230e-008,0.2203
9.87654e-008,0.2202
9.88078e-008,0.2202
9.88503e-008,0.2202
9.88927e-008,0.2202
9.89351e-008,0.2202
9.89775e-008,0.2202
9.90199e-008,0.2202
9.90624e-008,0.2202
9.91048e-008,0.2201
9.91472e-008,0.2201
9.91896e-008,0.2201
9.92321e-008,0.2201
9.92745e-008,0.2201
9.93169e-008,0.2201
9.93593e-008,0.2201
9.94018e-008,0.2201
9.94442e-008,0.2201
9.94866e-008,0.2200
9.95291e-008,0.2200
9.95715e-008,0.2200
9.96139e-008,0.2200
9.96563e-008,0.2200
9.96988e-008,0.2200
9.97412e-008,0.2200
9.97836e-008,0.2200
9.98260e-008,0.2200
9.98685e-008,0.2200
9.99109e-008,0.2200
9.99533e-008,0.2199
9.99957e-008,0.2199
1.000382e-007,0.2199
1.000806e-007,0.2199
1.001230e-007,0.2199
1.001654e-007,0.2199
1.002078e-007,0.2199
1.002503e-007,0.2199
1.002927e-007,0.2199
1.003351e-007,0.2199
1.003775e-007,0.2199
1.004200e-007,0.2199
1.004624e-007,0.2199
1.005048e-007,0.2200
1.005472e-007,0.2417
1.005897e-007,0.3500
1.006321e-007,0.4862
1.006745e-007,0.6531
1.007170e-007,0.8235
1.007594e-007,0.9572
1.008018e-007,1.0675
1.008442e-007,1.1427
1.008867e-007,1.1975
1.009291e-007,1.2280
1.009715e-007,1.2337
1.010139e-007,1.2387
1.010564e-007,1.2377
1.010988e-007,1.2423
1.011412e-007,1.2481
1.011836e-007,1.2568
1.012260e-007,1.2637
1.012685e-007,1.2681
1.013109e-007,1.2699
1.013533e-007,1.2672
1.013957e-007,1.2694
1.014382e-007,1.2775
1.014806e-007,1.2404
1.015230e-007,1.0815
1.015654e-007,0.9030
1.016079e-007,0.7352
1.016503e-007,0.5604
1.016927e-007,0.4307
1.017352e-007,0.3373
1.017776e-007,0.2751
1.018200e-007,0.2324
1.018624e-007,0.2159
1.019049e-007,0.2267
1.019473e-007,0.2301
1.019897e-007,0.2309
1.020321e-007,0.2283
1.020746e-007,0.2227
1.021170e-007,0.2128
1.021594e-007,0.2058
1.022018e-007,0.2021
1.022443e-007,0.2033
1.022867e-007,0.2084
1.023291e-007,0.2030
1.023715e-007,0.1863
1.024139e-007,0.1861
1.024564e-007,0.1928
1.024988e-007,0.1973
1.025412e-007,0.2061
1.025836e-007,0.2144
1.026261e-007,0.2192
1.026685e-007,0.2204
1.027109e-007,0.2254
1.027533e-007,0.2307
1.027958e-007,0.2269
1.028382e-007,0.2224
1.028806e-007,0.2205
1.029231e-007,0.2192
1.029655e-007,0.2183
1.030079e-007,0.2191
1.030503e-007,0.2209
1.030928e-007,0.2221
1.031352e-007,0.2228
1.031776e-007,0.2208
1.032200e-007,0.2190
1.032625e-007,0.2214
1.033049e-007,0.2230
1.033473e-007,0.2315
1.033897e-007,0.3130
1.034321e-007,0.4465
1.034746e-007,0.5976
1.035170e-007,0.7767
1.035594e-007,0.9199
1.036018e-007,1.0394
1.036443e-007,1.1220
1.036867e-007,1.1816
1.037291e-007,1.2220
1.037715e-007,1.2332
1.038140e-007,1.2383
1.038564e-007,1.2391
1.038988e-007,1.2415
1.039413e-007,1.2469
1.039837e-007,1.2544
1.040261e-007,1.2621
1.040685e-007,1.2671
1.041110e-007,1.2705
1.041534e-007,1.2689
1.041958e-007,1.2678
1.042382e-007,1.2767
1.042807e-007,1.2810
1.043231e-007,1.2813
1.043655e-007,1.2796
1.044079e-007,1.2721
1.044504e-007,1.2647
1.044928e-007,1.2580
1.045352e-007,1.2554
1.045776e-007,1.2533
1.046200e-007,1.2488
1.046625e-007,1.2491
1.047049e-007,1.2512
1.047473e-007,1.2538
1.047897e-007,1.2563
1.048322e-007,1.2576
1.048746e-007,1.2577
1.049170e-007,1.2566
1.049594e-007,1.2558
1.050019e-007,1.2548
1.050443e-007,1.2551
1.050867e-007,1.2567
1.051292e-007,1.2563
1.051716e-007,1.2556
1.052140e-007,1.2451
1.052564e-007,1.1509
1.052989e-007,0.9807
1.053413e-007,0.8366
1.053837e-007,0.6626
1.054261e-007,0.5096
1.054686e-007,0.3962
1.055110e-007,0.3191
1.055534e-007,0.2674
1.055958e-007,0.2332
1.056383e-007,0.2289
1.056807e-007,0.2326
1.057231e-007,0.2297
1.057655e-007,0.2293
1.058079e-007,0.2262
1.058504e-007,0.2195
1.058928e-007,0.2112
1.059352e-007,0.2072
1.059776e-007,0.2051
1.060201e-007,0.2068
1.060625e-007,0.2084
1.061049e-007,0.1959
1.061473e-007,0.1916
1.061898e-007,0.2644
1.062322e-007,0.4172
1.062746e-007,0.5740
1.063171e-007,0.7662
1.063595e-007,0.9205
1.064019e-007,1.0418
1.064443e-007,1.1305
1.064868e-007,1.1938
1.065292e-007,1.2342
1.065716e-007,1.2408
1.066140e-007,1.2391
1.066565e-007,1.2398
1.066989e-007,1.2392
1.067413e-007,1.2457
1.067837e-007,1.2543
1.068261e-007,1.2646
1.068686e-007,1.2705
1.069110e-007,1.2733
1.069534e-007,1.2698
1.069958e-007,1.2673
1.070383e-007,1.2782
1.070807e-007,1.2860
1.071231e-007,1.2844
1.071655e-007,1.2821
1.072080e-007,1.2738
1.072504e-007,1.2649
1.072928e-007,1.2591
1.073353e-007,1.2567
1.073777e-007,1.2542
1.074201e-007,1.2480
1.074625e-007,1.2481
1.075050e-007,1.2519
1.075474e-007,1.2547
1.075898e-007,1.2577
1.076322e-007,1.2591
1.076747e-007,1.2591
1.077171e-007,1.2575
1.077595e-007,1.2563
1.078019e-007,1.2552
1.078444e-007,1.2554
1.078868e-007,1.2577
1.079292e-007,1.2575
1.079716e-007,1.2560
1.080140e-007,1.2520
1.080565e-007,1.1926
1.080989e-007,1.0297
1.081413e-007,0.8817
1.081837e-007,0.7162
1.082262e-007,0.5502
1.082686e-007,0.4259
1.083110e-007,0.3391
1.083534e-007,0.2819
1.083959e-007,0.2415
1.084383e-007,0.2277
1.084807e-007,0.2333
1.085232e-007,0.2302
1.085656e-007,0.2302
1.086080e-007,0.2278
1.086504e-007,0.2227
1.086929e-007,0.2137
1.087353e-007,0.2087
1.087777e-007,0.2058
1.088201e-007,0.2061
1.088626e-007,0.2095
1.089050e-007,0.2011
1.089474e-007,0.1896
1.089898e-007,0.2312
1.090322e-007,0.3714
1.090747e-007,0.5244
1.091171e-007,0.7105
1.091595e-007,0.8808
1.092019e-007,1.0092
1.092444e-007,1.1083
1.092868e-007,1.1773
1.093292e-007,1.2260
1.093716e-007,1.2419
1.094141e-007,1.2390
1.094565e-007,1.2409
1.094989e-007,1.2386
1.095414e-007,1.2439
1.095838e-007,1.2515
1.096262e-007,1.2624
1.096686e-007,1.2693
1.097111e-007,1.2734
1.097535e-007,1.2716
1.097959e-007,1.2672
1.098383e-007,1.2744
1.098808e-007,1.2855
1.099232e-007,1.2852
1.099656e-007,1.2836
1.100080e-007,1.2771
1.100505e-007,1.2675
1.100929e-007,1.2608
1.101353e-007,1.2573
1.101777e-007,1.2557
1.102201e-007,1.2499
1.102626e-007,1.2475
1.103050e-007,1.2511
1.103474e-007,1.2541
1.103898e-007,1.2571
1.104323e-007,1.2591
1.104747e-007,1.2596
1.105171e-007,1.2583
1.105595e-007,1.2568
1.106020e-007,1.2558
1.106444e-007,1.2552
1.106868e-007,1.2574
1.107293e-007,1.2582
1.107717e-007,1.2566
1.108141e-007,1.2559
1.108565e-007,1.2556
1.108990e-007,1.2558
1.109414e-007,1.2568
1.109838e-007,1.2581
1.110262e-007,1.2582
1.110687e-007,1.2568
1.111111e-007,1.2573
1.111535e-007,1.2588
1.111959e-007,1.2589
1.112384e-007,1.2585
1.112808e-007,1.2581
1.113232e-007,1.2576
1.113656e-007,1.2572
1.114080e-007,1.2574
1.114505e-007,1.2578
1.114929e-007,1.2580
1.115353e-007,1.2583
1.115777e-007,1.2582
1.116202e-007,1.2578
1.116626e-007,1.2579
1.117050e-007,1.2581
1.117474e-007,1.2576
1.117899e-007,1.2322
1.118323e-007,1.0997
1.118747e-007,0.9347
1.119172e-007,0.7832
1.119596e-007,0.6080
1.120020e-007,0.4702
1.120444e-007,0.3687
1.120869e-007,0.3007
1.121293e-007,0.2541
1.121717e-007,0.2284
1.122141e-007,0.2320
1.122566e-007,0.2327
1.122990e-007,0.2316
1.123414e-007,0.2301
1.123838e-007,0.2260
1.124262e-007,0.2176
1.124687e-007,0.2104
1.125111e-007,0.2071
1.125535e-007,0.2063
1.125959e-007,0.2093
1.126384e-007,0.2070
1.126808e-007,0.1923
1.127232e-007,0.1905
1.127656e-007,0.1960
1.128081e-007,0.1980
1.128505e-007,0.2051
1.128929e-007,0.2136
1.129354e-007,0.2199
1.129778e-007,0.2220
1.130202e-007,0.2254
1.130626e-007,0.2309
1.131051e-007,0.2284
1.131475e-007,0.2244
1.131899e-007,0.2231
1.132323e-007,0.2217
1.132748e-007,0.2203
1.133172e-007,0.2205
1.133596e-007,0.2222
1.134020e-007,0.2231
1.134445e-007,0.2238
1.134869e-007,0.2227
1.135293e-007,0.2208
1.135717e-007,0.2226
1.136141e-007,0.2239
1.136566e-007,0.2299
1.136990e-007,0.3046
1.137414e-007,0.4380
1.137838e-007,0.5858
1.138263e-007,0.7656
1.138687e-007,0.9104
1.139111e-007,1.0322
1.139535e-007,1.1180
1.139960e-007,1.1787
1.140384e-007,1.2212
1.140808e-007,1.2338
1.141233e-007,1.2387
1.141657e-007,1.2401
1.142081e-007,1.2420
1.142505e-007,1.2476
1.142930e-007,1.2547
1.143354e-007,1.2628
1.143778e-007,1.2677
1.144202e-007,1.2713
1.144627e-007,1.2700
1.145051e-007,1.2684
1.145475e-007,1.2767
1.145899e-007,1.2667
1.146323e-007,1.1533
1.146748e-007,0.9643
1.147172e-007,0.8032
1.147596e-007,0.6217
1.148020e-007,0.4748
1.148445e-007,0.3685
1.148869e-007,0.2967
1.149293e-007,0.2471
1.149717e-007,0.2189
1.150142e-007,0.2228
1.150566e-007,0.2312
1.150990e-007,0.2312
1.151415e-007,0.2307
1.151839e-007,0.2260
1.152263e-007,0.2176
1.152687e-007,0.2087
1.153112e-007,0.2040
1.153536e-007,0.2030
1.153960e-007,0.2074
1.154384e-007,0.2082
1.154809e-007,0.1925
1.155233e-007,0.1883
1.155657e-007,0.2653
1.156081e-007,0.4228
1.156506e-007,0.5825
1.156930e-007,0.7744
1.157354e-007,0.9254
1.157778e-007,1.0443
1.158202e-007,1.1329
1.158627e-007,1.1964
1.159051e-007,1.2354
1.159475e-007,1.2403
1.159899e-007,1.2377
1.160324e-007,1.2382
1.160748e-007,1.2384
1.161172e-007,1.2457
1.161596e-007,1.2547
1.162021e-007,1.2650
1.162445e-007,1.2710
1.162869e-007,1.2730
1.163294e-007,1.2690
1.163718e-007,1.2671
1.164142e-007,1.2788
1.164566e-007,1.2867
1.164991e-007,1.2847
1.165415e-007,1.2816
1.165839e-007,1.2728
1.166263e-007,1.2642
1.166688e-007,1.2592
1.167112e-007,1.2570
1.167536e-007,1.2540
1.167960e-007,1.2475
1.168385e-007,1.2478
1.168809e-007,1.2520
1.169233e-007,1.2551
1.169657e-007,1.2580
1.170081e-007,1.2592
1.170506e-007,1.2590
1.170930e-007,1.2574
1.171354e-007,1.2562
1.171778e-007,1.2551
1.172203e-007,1.2556
1.172627e-007,1.2580
1.173051e-007,1.2576
1.173476e-007,1.2560
1.173900e-007,1.2555
1.174324e-007,1.2553
1.174748e-007,1.2560
1.175173e-007,1.2572
1.175597e-007,1.2582
1.176021e-007,1.2575
1.176445e-007,1.2564
1.176870e-007,1.2578
1.177294e-007,1.2590
1.177718e-007,1.2588
1.178142e-007,1.2583
1.178567e-007,1.2578
1.178991e-007,1.2573
1.179415e-007,1.2571
1.179839e-007,1.2575
1.180263e-007,1.2578
1.180688e-007,1.2580
1.181112e-007,1.2583
1.181536e-007,1.2579
1.181960e-007,1.2577
1.182385e-007,1.2579
1.182809e-007,1.2581
1.183233e-007,1.2583
1.183657e-007,1.2583
1.184082e-007,1.2582
1.184506e-007,1.2578
1.184930e-007,1.2578
1.185355e-007,1.2584
1.185779e-007,1.2585
1.186203e-007,1.2582
1.186627e-007,1.2580
1.187052e-007,1.2581
1.187476e-007,1.2582
1.187900e-007,1.2583
1.188324e-007,1.2585
1.188749e-007,1.2584
1.189173e-007,1.2583
1.189597e-007,1.2583
1.190021e-007,1.2583
1.190446e-007,1.2584
1.190870e-007,1.2584
1.191294e-007,1.2585
1.191718e-007,1.2585
1.192142e-007,1.2584
1.192567e-007,1.2584
1.192991e-007,1.2584
1.193415e-007,1.2585
1.193840e-007,1.2587
1.194264e-007,1.2586
1.194688e-007,1.2585
1.195112e-007,1.2585
1.195536e-007,1.2586
1.195961e-007,1.2586
1.196385e-007,1.2586
1.196809e-007,1.2586
1.197234e-007,1.2586
1.197658e-007,1.2586
1.198082e-007,1.2586
1.198506e-007,1.2587
1.198930e-007,1.2587
1.199355e-007,1.2587
1.199779e-007,1.2587
1.200203e-007,1.2587
1.200628e-007,1.2587
1.201052e-007,1.2587
1.201476e-007,1.2587
1.201900e-007,1.2587
1.202325e-007,1.2588
1.202749e-007,1.2587
1.203173e-007,1.2587
1.203597e-007,1.2588
1.204021e-007,1.2588
1.204446e-007,1.2588
1.204870e-007,1.2588
1.205294e-007,1.2588
1.205719e-007,1.2588
1.206143e-007,1.2588
1.206567e-007,1.2588
1.206991e-007,1.2588
1.207415e-007,1.2588
1.207840e-007,1.2588
1.208264e-007,1.2588
1.208688e-007,1.2589
1.209113e-007,1.2589
1.209537e-007,1.2589
1.209961e-007,1.2589
1.210385e-007,1.2589
1.210809e-007,1.2589
1.211234e-007,1.2589
1.211658e-007,1.2589
1.212082e-007,1.2589
1.212507e-007,1.2589
1.212931e-007,1.2589
1.213355e-007,1.2589
1.213779e-007,1.2589
1.214204e-007,1.2589
1.214628e-007,1.2589
1.215052e-007,1.2590
1.215476e-007,1.2590
1.215900e-007,1.2590
1.216325e-007,1.2590
1.216749e-007,1.2590
1.217173e-007,1.2590
1.217598e-007,1.2590
1.218022e-007,1.2590
1.218446e-007,1.2590
1.218870e-007,1.2590
1.219294e-007,1.2590
1.219719e-007,1.2590
1.220143e-007,1.2590
1.220567e-007,1.2590
1.220992e-007,1.2590
1.221416e-007,1.2590
1.221840e-007,1.2590
1.222264e-007,1.2590
1.222688e-007,1.2590
1.223113e-007,1.2590
1.223537e-007,1.2590
1.223961e-007,1.2590
1.224385e-007,1.2591
1.224810e-007,1.2591
1.225234e-007,1.2591
1.225658e-007,1.2591
1.226083e-007,1.2591
1.226507e-007,1.2591
1.226931e-007,1.2591
1.227355e-007,1.2591
1.227779e-007,1.2591
1.228204e-007,1.2591
1.228628e-007,1.2591
1.229052e-007,1.2591
1.229477e-007,1.2591
1.229901e-007,1.2591
1.230325e-007,1.2591
1.230749e-007,1.2591
1.231173e-007,1.2591
1.231598e-007,1.2591
1.232022e-007,1.2591
1.232446e-007,1.2591
1.232871e-007,1.2591
1.233295e-007,1.2591
1.233719e-007,1.2591
1.234143e-007,1.2591
1.234567e-007,1.2591
1.234992e-007,1.2592
1.235416e-007,1.2592
1.235840e-007,1.2592
1.236264e-007,1.2592
1.236689e-007,1.2592
1.237113e-007,1.2592
1.237537e-007,1.2592
