.HEADER
..NAMES
Time,V U3.J7&K7
2.9240e-009,0.1867
2.9580e-009,0.0176
2.9920e-009,-0.1765
3.0260e-009,-0.3727
3.0600e-009,-0.5445
3.0940e-009,-0.6769
3.1280e-009,-0.7717
3.1620e-009,-0.8285
3.1960e-009,-0.8382
3.2300e-009,-0.8014
3.2640e-009,-0.7377
3.2980e-009,-0.6743
3.3320e-009,-0.6264
3.3660e-009,-0.5932
3.4000e-009,-0.5723
3.4340e-009,-0.5684
3.4680e-009,-0.5824
3.5020e-009,-0.6064
3.5360e-009,-0.6287
3.5700e-009,-0.6415
3.6040e-009,-0.6446
3.6380e-009,-0.6417
3.6720e-009,-0.6334
3.7060e-009,-0.6157
3.7400e-009,-0.5760
3.7740e-009,-0.5007
3.8080e-009,-0.3931
3.8420e-009,-0.2609
3.8760e-009,-0.0984
3.9100e-009,0.0949
3.9440e-009,0.2996
3.9780e-009,0.4864
4.0120e-009,0.6315
4.0460e-009,0.7301
4.0800e-009,0.7898
4.1140e-009,0.8112
4.1480e-009,0.7919
4.1820e-009,0.7422
4.2160e-009,0.6856
4.2500e-009,0.6415
4.2840e-009,0.6130
4.3180e-009,0.5935
4.3520e-009,0.5822
4.3860e-009,0.5821
4.4200e-009,0.5916
4.4540e-009,0.6048
4.4880e-009,0.6150
4.5220e-009,0.6193
4.5560e-009,0.6189
4.5900e-009,0.6152
4.6240e-009,0.6063
4.6580e-009,0.5840
4.6920e-009,0.5322
4.7260e-009,0.4436
4.7600e-009,0.3272
4.7940e-009,0.1859
4.8280e-009,0.0140
4.8620e-009,-0.1808
4.8960e-009,-0.3745
4.9300e-009,-0.5405
4.9640e-009,-0.6645
4.9980e-009,-0.7505
5.0320e-009,-0.8025
5.0660e-009,-0.8142
5.1000e-009,-0.7858
5.1340e-009,-0.7338
5.1680e-009,-0.6822
5.2020e-009,-0.6433
5.2360e-009,-0.6148
5.2700e-009,-0.5937
5.3040e-009,-0.5850
5.3380e-009,-0.5914
5.3720e-009,-0.6072
5.4060e-009,-0.6229
5.4400e-009,-0.6319
5.4740e-009,-0.6340
5.5080e-009,-0.6317
5.5420e-009,-0.6251
5.5760e-009,-0.6103
5.6100e-009,-0.5758
5.6440e-009,-0.5072
5.6780e-009,-0.4056
5.7120e-009,-0.2798
5.7460e-009,-0.1259
5.7800e-009,0.0595
5.8140e-009,0.2609
5.8480e-009,0.4502
5.8820e-009,0.6021
5.9160e-009,0.7092
5.9500e-009,0.7783
5.9840e-009,0.8105
6.0180e-009,0.8010
6.0520e-009,0.7565
6.0860e-009,0.6990
6.1200e-009,0.6504
6.1540e-009,0.6174
6.1880e-009,0.5949
6.2220e-009,0.5812
6.2560e-009,0.5798
6.2900e-009,0.5898
6.3240e-009,0.6046
6.3580e-009,0.6166
6.3920e-009,0.6217
6.4260e-009,0.6209
6.4600e-009,0.6166
6.4940e-009,0.6077
6.5280e-009,0.5875
6.5620e-009,0.5406
6.5960e-009,0.4573
6.6300e-009,0.3448
6.6640e-009,0.2076
6.6980e-009,0.0396
6.7320e-009,-0.1537
6.7660e-009,-0.3498
6.8000e-009,-0.5213
6.8340e-009,-0.6510
6.8680e-009,-0.7408
6.9020e-009,-0.7961
6.9360e-009,-0.8123
6.9700e-009,-0.7878
7.0040e-009,-0.7374
7.0380e-009,-0.6849
7.0720e-009,-0.6454
7.1060e-009,-0.6176
7.1400e-009,-0.5969
7.1740e-009,-0.5870
7.2080e-009,-0.5912
7.2420e-009,-0.6053
7.2760e-009,-0.6203
7.3100e-009,-0.6295
7.3440e-009,-0.6318
7.3780e-009,-0.6301
7.4120e-009,-0.6247
7.4460e-009,-0.6120
7.4800e-009,-0.5816
7.5140e-009,-0.5182
7.5480e-009,-0.4204
7.5820e-009,-0.2978
7.6160e-009,-0.1486
7.6500e-009,0.0324
7.6840e-009,0.2322
7.7180e-009,0.4241
7.7520e-009,0.5817
7.7860e-009,0.6948
7.8200e-009,0.7695
7.8540e-009,0.8084
7.8880e-009,0.8060
7.9220e-009,0.7664
7.9560e-009,0.7097
7.9900e-009,0.6590
8.0240e-009,0.6235
8.0580e-009,0.5988
8.0920e-009,0.5828
8.1260e-009,0.5789
8.1600e-009,0.5874
8.1940e-009,0.6022
8.2280e-009,0.6155
8.2620e-009,0.6223
8.2960e-009,0.6227
8.3300e-009,0.6189
8.3640e-009,0.6107
8.3980e-009,0.5923
8.4320e-009,0.5498
8.4660e-009,0.4713
8.5000e-009,0.3623
8.5340e-009,0.2289
8.5680e-009,0.0657
8.6020e-009,-0.1249
8.6360e-009,-0.3224
8.6700e-009,-0.4990
8.7040e-009,-0.6350
8.7380e-009,-0.7300
8.7720e-009,-0.7902
8.8060e-009,-0.8120
8.8400e-009,-0.7924
8.8740e-009,-0.7441
8.9080e-009,-0.6905
8.9420e-009,-0.6491
8.9760e-009,-0.6203
9.0100e-009,-0.5990
9.0440e-009,-0.5874
9.0780e-009,-0.5899
9.1120e-009,-0.6030
9.1460e-009,-0.6182
9.1800e-009,-0.6281
9.2140e-009,-0.6310
9.2480e-009,-0.6294
9.2820e-009,-0.6245
9.3160e-009,-0.6133
9.3500e-009,-0.5865
9.3840e-009,-0.5288
9.4180e-009,-0.4355
9.4520e-009,-0.3164
9.4860e-009,-0.1717
9.5200e-009,0.0048
9.5540e-009,0.2032
9.5880e-009,0.3979
9.6220e-009,0.5615
9.6560e-009,0.6808
9.6900e-009,0.7606
9.7240e-009,0.8051
9.7580e-009,0.8092
9.7920e-009,0.7745
9.8260e-009,0.7190
9.8600e-009,0.6665
9.8940e-009,0.6288
9.9280e-009,0.6028
9.9620e-009,0.5852
9.9960e-009,0.5790
1.00300e-008,0.5857
1.00640e-008,0.6001
1.00980e-008,0.6141
1.01320e-008,0.6220
1.01660e-008,0.6233
1.02000e-008,0.6202
1.02340e-008,0.6128
1.02680e-008,0.5965
1.03020e-008,0.5583
1.03360e-008,0.4849
1.03700e-008,0.3795
1.04040e-008,0.2498
1.04380e-008,0.0913
1.04720e-008,-0.0962
1.05060e-008,-0.2941
1.05400e-008,-0.4751
1.05740e-008,-0.6174
1.06080e-008,-0.7178
1.06420e-008,-0.7830
1.06760e-008,-0.8109
1.07100e-008,-0.7971
1.07440e-008,-0.7516
1.07780e-008,-0.6974
1.08120e-008,-0.6538
1.08460e-008,-0.6235
1.08800e-008,-0.6012
1.09140e-008,-0.5879
1.09480e-008,-0.5884
1.09820e-008,-0.6005
1.10160e-008,-0.6159
1.10500e-008,-0.6268
1.10840e-008,-0.6304
1.11180e-008,-0.6292
1.11520e-008,-0.6248
1.11860e-008,-0.6149
1.12200e-008,-0.5914
1.12540e-008,-0.5389
1.12880e-008,-0.4504
1.13220e-008,-0.3348
1.13560e-008,-0.1945
1.13900e-008,-0.0226
1.14240e-008,0.1738
1.14580e-008,0.3708
1.14920e-008,0.5404
1.15260e-008,0.6661
1.15600e-008,0.7512
1.15940e-008,0.8012
1.16280e-008,0.8116
1.16620e-008,0.7818
1.16960e-008,0.7279
1.17300e-008,0.6738
1.17640e-008,0.6340
1.17980e-008,0.6067
1.18320e-008,0.5876
1.18660e-008,0.5795
1.19000e-008,0.5844
1.19340e-008,0.5981
1.19680e-008,0.6126
1.20020e-008,0.6216
1.20360e-008,0.6237
1.20700e-008,0.6212
1.21040e-008,0.6145
1.21380e-008,0.6001
1.21720e-008,0.5661
1.22060e-008,0.4980
1.22400e-008,0.3965
1.22740e-008,0.2703
1.23080e-008,0.1163
1.23420e-008,-0.0676
1.23760e-008,-0.2656
1.24100e-008,-0.4506
1.24440e-008,-0.5992
1.24780e-008,-0.7051
1.25120e-008,-0.7753
1.25460e-008,-0.8090
1.25800e-008,-0.8011
1.26140e-008,-0.7590
1.26480e-008,-0.7046
1.26820e-008,-0.6589
1.27160e-008,-0.6271
1.27500e-008,-0.6038
1.27840e-008,-0.5888
1.28180e-008,-0.5872
1.28520e-008,-0.5980
1.28860e-008,-0.6135
1.29200e-008,-0.6253
1.29540e-008,-0.6299
1.29880e-008,-0.6293
1.30220e-008,-0.6254
1.30560e-008,-0.6165
1.30900e-008,-0.5958
1.31240e-008,-0.5485
1.31580e-008,-0.4650
1.31920e-008,-0.3528
1.32260e-008,-0.2167
1.32600e-008,-0.0497
1.32940e-008,0.1443
1.33280e-008,0.3430
1.33620e-008,0.5180
1.33960e-008,0.6505
1.34300e-008,0.7411
1.34640e-008,0.7964
1.34980e-008,0.8130
1.35320e-008,0.7886
1.35660e-008,0.7367
1.36000e-008,0.6814
1.36340e-008,0.6392
1.36680e-008,0.6104
1.37020e-008,0.5901
1.37360e-008,0.5801
1.37700e-008,0.5832
1.38040e-008,0.5961
1.38380e-008,0.6109
1.38720e-008,0.6209
1.39060e-008,0.6240
1.39400e-008,0.6220
1.39740e-008,0.6161
1.40080e-008,0.6033
1.40420e-008,0.5732
1.40760e-008,0.5105
1.41100e-008,0.4132
1.41440e-008,0.2905
1.41780e-008,0.1410
1.42120e-008,-0.0391
1.42460e-008,-0.2366
1.42800e-008,-0.4253
1.43140e-008,-0.5800
1.43480e-008,-0.6918
1.43820e-008,-0.7669
1.44160e-008,-0.8064
1.44500e-008,-0.8045
1.44840e-008,-0.7662
1.45180e-008,-0.7121
1.45520e-008,-0.6644
1.45860e-008,-0.6309
1.46200e-008,-0.6066
1.46540e-008,-0.5901
1.46880e-008,-0.5863
1.47220e-008,-0.5957
1.47560e-008,-0.6110
1.47900e-008,-0.6238
1.48240e-008,-0.6294
1.48580e-008,-0.6293
1.48920e-008,-0.6259
1.49260e-008,-0.6180
1.49600e-008,-0.5998
1.49940e-008,-0.5574
1.50280e-008,-0.4791
1.50620e-008,-0.3705
1.50960e-008,-0.2383
1.51300e-008,-0.0761
1.51640e-008,0.1149
1.51980e-008,0.3146
1.52320e-008,0.4948
1.52660e-008,0.6339
1.53000e-008,0.7301
1.53340e-008,0.7907
1.53680e-008,0.8134
1.54020e-008,0.7947
1.54360e-008,0.7454
1.54700e-008,0.6892
1.55040e-008,0.6447
1.55380e-008,0.6143
1.55720e-008,0.5928
1.56060e-008,0.5810
1.56400e-008,0.5822
1.56740e-008,0.5940
1.57080e-008,0.6091
1.57420e-008,0.6201
1.57760e-008,0.6241
1.58100e-008,0.6228
1.58440e-008,0.6175
1.58780e-008,0.6061
1.59120e-008,0.5795
1.59460e-008,0.5223
1.59800e-008,0.4294
1.60140e-008,0.3100
1.60480e-008,0.1649
1.60820e-008,-0.0111
1.61160e-008,-0.2075
1.61500e-008,-0.3992
1.61840e-008,-0.5600
1.62180e-008,-0.6778
1.62520e-008,-0.7578
1.62860e-008,-0.8029
1.63200e-008,-0.8071
1.63540e-008,-0.7732
1.63880e-008,-0.7199
1.64220e-008,-0.6703
1.64560e-008,-0.6349
1.64900e-008,-0.6096
1.65240e-008,-0.5916
1.65580e-008,-0.5858
1.65920e-008,-0.5935
1.66260e-008,-0.6086
1.66600e-008,-0.6221
1.66940e-008,-0.6288
1.67280e-008,-0.6293
1.67620e-008,-0.6263
1.67960e-008,-0.6194
1.68300e-008,-0.6033
1.68640e-008,-0.5656
1.68980e-008,-0.4926
1.69320e-008,-0.3878
1.69660e-008,-0.2593
1.70000e-008,-0.1020
1.70340e-008,0.0856
1.70680e-008,0.2858
1.71020e-008,0.4705
1.71360e-008,0.6163
1.71700e-008,0.7184
1.72040e-008,0.7841
1.72380e-008,0.8128
1.72720e-008,0.8000
1.73060e-008,0.7540
1.73400e-008,0.6973
1.73740e-008,0.6505
1.74080e-008,0.6184
1.74420e-008,0.5956
1.74760e-008,0.5821
1.75100e-008,0.5814
1.75440e-008,0.5920
1.75780e-008,0.6071
1.76120e-008,0.6191
1.76460e-008,0.6241
1.76800e-008,0.6234
1.77140e-008,0.6187
1.77480e-008,0.6085
1.77820e-008,0.5852
1.78160e-008,0.5332
1.78500e-008,0.4450
1.78840e-008,0.3291
1.79180e-008,0.1882
1.79520e-008,0.0166
1.79860e-008,-0.1783
1.80200e-008,-0.3724
1.80540e-008,-0.5390
1.80880e-008,-0.6630
1.81220e-008,-0.7481
1.81560e-008,-0.7985
1.81900e-008,-0.8090
1.82240e-008,-0.7798
1.82580e-008,-0.7277
1.82920e-008,-0.6765
1.83260e-008,-0.6391
1.83600e-008,-0.6127
1.83940e-008,-0.5935
1.84280e-008,-0.5856
1.84620e-008,-0.5916
1.84960e-008,-0.6061
1.85300e-008,-0.6203
1.85640e-008,-0.6281
1.85980e-008,-0.6293
1.86320e-008,-0.6268
1.86660e-008,-0.6206
1.87000e-008,-0.6065
1.87340e-008,-0.5730
1.87680e-008,-0.5055
1.88020e-008,-0.4046
1.88360e-008,-0.2797
1.88700e-008,-0.1271
1.89040e-008,0.0567
1.89380e-008,0.2567
1.89720e-008,0.4454
1.90060e-008,0.5978
1.90400e-008,0.7059
1.90740e-008,0.7767
1.91080e-008,0.8113
1.91420e-008,0.8046
1.91760e-008,0.7622
1.92100e-008,0.7055
1.92440e-008,0.6565
1.92780e-008,0.6225
1.93120e-008,0.5986
1.93460e-008,0.5835
1.93800e-008,0.5808
1.94140e-008,0.5901
1.94480e-008,0.6051
1.94820e-008,0.6179
1.95160e-008,0.6240
1.95500e-008,0.6239
1.95840e-008,0.6198
1.96180e-008,0.6107
1.96520e-008,0.5901
1.96860e-008,0.5432
1.97200e-008,0.4601
1.97540e-008,0.3477
1.97880e-008,0.2108
1.98220e-008,0.0437
1.98560e-008,-0.1490
1.98900e-008,-0.3450
1.99240e-008,-0.5170
1.99580e-008,-0.6474
1.99920e-008,-0.7376
2.00260e-008,-0.7933
2.00600e-008,-0.8100
2.00940e-008,-0.7859
2.01280e-008,-0.7357
2.01620e-008,-0.6831
2.01960e-008,-0.6436
2.02300e-008,-0.6160
2.02640e-008,-0.5957
2.02980e-008,-0.5857
2.03320e-008,-0.5898
2.03660e-008,-0.6037
2.04000e-008,-0.6184
2.04340e-008,-0.6273
2.04680e-008,-0.6293
2.05020e-008,-0.6272
2.05360e-008,-0.6217
2.05700e-008,-0.6092
2.06040e-008,-0.5796
2.06380e-008,-0.5176
2.06720e-008,-0.4210
2.07060e-008,-0.2995
2.07400e-008,-0.1515
2.07740e-008,0.0281
2.08080e-008,0.2272
2.08420e-008,0.4194
2.08760e-008,0.5782
2.09100e-008,0.6925
2.09440e-008,0.7685
2.09780e-008,0.8089
2.10120e-008,0.8083
2.10460e-008,0.7701
2.10800e-008,0.7139
2.11140e-008,0.6630
2.11480e-008,0.6269
2.11820e-008,0.6018
2.12160e-008,0.5851
2.12500e-008,0.5805
2.12840e-008,0.5883
2.13180e-008,0.6030
2.13520e-008,0.6165
2.13860e-008,0.6236
2.14200e-008,0.6243
2.14540e-008,0.6208
2.14880e-008,0.6127
2.15220e-008,0.5945
2.15560e-008,0.5525
2.15900e-008,0.4745
2.16240e-008,0.3657
2.16580e-008,0.2328
2.16920e-008,0.0702
2.17260e-008,-0.1198
2.17600e-008,-0.3171
2.17940e-008,-0.4941
2.18280e-008,-0.6309
2.18620e-008,-0.7265
2.18960e-008,-0.7873
2.19300e-008,-0.8101
2.19640e-008,-0.7915
2.19980e-008,-0.7436
2.20320e-008,-0.6901
2.20660e-008,-0.6484
2.21000e-008,-0.6195
2.21340e-008,-0.5980
2.21680e-008,-0.5862
2.22020e-008,-0.5883
2.22360e-008,-0.6013
2.22700e-008,-0.6164
2.23040e-008,-0.6263
2.23380e-008,-0.6292
2.23720e-008,-0.6276
2.24060e-008,-0.6227
2.24400e-008,-0.6117
2.24740e-008,-0.5856
2.25080e-008,-0.5290
2.25420e-008,-0.4369
2.25760e-008,-0.3187
2.26100e-008,-0.1753
2.26440e-008,-0.0000
2.26780e-008,0.1977
2.27120e-008,0.3928
2.27460e-008,0.5577
2.27800e-008,0.6784
2.28140e-008,0.7595
2.28480e-008,0.8055
2.28820e-008,0.8111
2.29160e-008,0.7776
2.29500e-008,0.7224
2.29840e-008,0.6696
2.30180e-008,0.6315
2.30520e-008,0.6051
2.30860e-008,0.5870
2.31200e-008,0.5804
2.31540e-008,0.5866
2.31880e-008,0.6008
2.32220e-008,0.6149
2.32560e-008,0.6231
2.32900e-008,0.6247
2.33240e-008,0.6217
2.33580e-008,0.6144
2.33920e-008,0.5984
2.34260e-008,0.5609
2.34600e-008,0.4883
2.34940e-008,0.3833
2.35280e-008,0.2540
2.35620e-008,0.0961
2.35960e-008,-0.0907
2.36300e-008,-0.2887
2.36640e-008,-0.4703
2.36980e-008,-0.6135
2.37320e-008,-0.7147
2.37660e-008,-0.7805
2.38000e-008,-0.8093
2.38340e-008,-0.7964
2.38680e-008,-0.7515
2.39020e-008,-0.6974
2.39360e-008,-0.6534
2.39700e-008,-0.6231
2.40040e-008,-0.6006
2.40380e-008,-0.5871
2.40720e-008,-0.5871
2.41060e-008,-0.5989
2.41400e-008,-0.6143
2.41740e-008,-0.6253
2.42080e-008,-0.6290
2.42420e-008,-0.6279
2.42760e-008,-0.6236
2.43100e-008,-0.6138
2.43440e-008,-0.5908
2.43780e-008,-0.5395
2.44120e-008,-0.4522
2.44460e-008,-0.3375
2.44800e-008,-0.1983
2.45140e-008,-0.0277
2.45480e-008,0.1681
2.45820e-008,0.3653
2.46160e-008,0.5360
2.46500e-008,0.6633
2.46840e-008,0.7498
2.47180e-008,0.8011
2.47520e-008,0.8130
2.47860e-008,0.7845
2.48200e-008,0.7311
2.48540e-008,0.6767
2.48880e-008,0.6363
2.49220e-008,0.6086
2.49560e-008,0.5892
2.49900e-008,0.5806
2.50240e-008,0.5851
2.50580e-008,0.5986
2.50920e-008,0.6132
2.51260e-008,0.6225
2.51600e-008,0.6249
2.51940e-008,0.6224
2.52280e-008,0.6159
2.52620e-008,0.6018
2.52960e-008,0.5686
2.53300e-008,0.5013
2.53640e-008,0.4004
2.53980e-008,0.2747
2.54320e-008,0.1214
2.54660e-008,-0.0620
2.55000e-008,-0.2600
2.55340e-008,-0.4457
2.55680e-008,-0.5953
2.56020e-008,-0.7021
2.56360e-008,-0.7729
2.56700e-008,-0.8076
2.57040e-008,-0.8007
2.57380e-008,-0.7592
2.57720e-008,-0.7049
2.58060e-008,-0.6588
2.58400e-008,-0.6268
2.58740e-008,-0.6034
2.59080e-008,-0.5882
2.59420e-008,-0.5861
2.59760e-008,-0.5967
2.60100e-008,-0.6121
2.60440e-008,-0.6240
2.60780e-008,-0.6288
2.61120e-008,-0.6282
2.61460e-008,-0.6243
2.61800e-008,-0.6157
2.62140e-008,-0.5955
2.62480e-008,-0.5493
2.62820e-008,-0.4669
2.63160e-008,-0.3556
2.63500e-008,-0.2204
2.63840e-008,-0.0546
2.64180e-008,0.1386
2.64520e-008,0.3374
2.64860e-008,0.5135
2.65200e-008,0.6474
2.65540e-008,0.7394
2.65880e-008,0.7959
2.66220e-008,0.8140
2.66560e-008,0.7909
2.66900e-008,0.7396
2.67240e-008,0.6841
2.67580e-008,0.6414
2.67920e-008,0.6122
2.68260e-008,0.5915
2.68600e-008,0.5811
2.68940e-008,0.5838
2.69280e-008,0.5964
2.69620e-008,0.6114
2.69960e-008,0.6217
2.70300e-008,0.6249
2.70640e-008,0.6231
2.70980e-008,0.6173
2.71320e-008,0.6047
2.71660e-008,0.5753
2.72000e-008,0.5136
2.72340e-008,0.4170
2.72680e-008,0.2947
2.73020e-008,0.1460
2.73360e-008,-0.0335
2.73700e-008,-0.2309
2.74040e-008,-0.4202
2.74380e-008,-0.5760
2.74720e-008,-0.6888
2.75060e-008,-0.7646
2.75400e-008,-0.8050
2.75740e-008,-0.8042
2.76080e-008,-0.7666
2.76420e-008,-0.7126
2.76760e-008,-0.6646
2.77100e-008,-0.6308
2.77440e-008,-0.6064
2.77780e-008,-0.5896
2.78120e-008,-0.5855
2.78460e-008,-0.5945
2.78800e-008,-0.6098
2.79140e-008,-0.6226
2.79480e-008,-0.6284
2.79820e-008,-0.6284
2.80160e-008,-0.6250
2.80500e-008,-0.6174
2.80840e-008,-0.5996
2.81180e-008,-0.5582
2.81520e-008,-0.4811
2.81860e-008,-0.3734
2.82200e-008,-0.2421
2.82540e-008,-0.0811
2.82880e-008,0.1091
2.83220e-008,0.3089
2.83560e-008,0.4899
2.83900e-008,0.6305
2.84240e-008,0.7281
2.84580e-008,0.7899
2.84920e-008,0.8141
2.85260e-008,0.7967
2.85600e-008,0.7481
2.85940e-008,0.6918
2.86280e-008,0.6468
2.86620e-008,0.6159
2.86960e-008,0.5941
2.87300e-008,0.5819
2.87640e-008,0.5827
2.87980e-008,0.5943
2.88320e-008,0.6094
2.88660e-008,0.6206
2.89000e-008,0.6249
2.89340e-008,0.6237
2.89680e-008,0.6185
2.90020e-008,0.6074
2.90360e-008,0.5815
2.90700e-008,0.5252
2.91040e-008,0.4330
2.91380e-008,0.3142
2.91720e-008,0.1698
2.92060e-008,-0.0055
2.92400e-008,-0.2017
2.92740e-008,-0.3940
2.93080e-008,-0.5559
2.93420e-008,-0.6747
2.93760e-008,-0.7555
2.94100e-008,-0.8015
2.94440e-008,-0.8068
2.94780e-008,-0.7737
2.95120e-008,-0.7205
2.95460e-008,-0.6706
2.95800e-008,-0.6349
2.96140e-008,-0.6095
2.96480e-008,-0.5914
2.96820e-008,-0.5851
2.97160e-008,-0.5925
2.97500e-008,-0.6075
2.97840e-008,-0.6211
2.98180e-008,-0.6279
2.98520e-008,-0.6286
2.98860e-008,-0.6257
2.99200e-008,-0.6188
2.99540e-008,-0.6032
2.99880e-008,-0.5664
3.00220e-008,-0.4946
3.00560e-008,-0.3907
3.00900e-008,-0.2630
3.01240e-008,-0.1068
3.01580e-008,0.0799
3.01920e-008,0.2800
3.02260e-008,0.4656
3.02600e-008,0.6128
3.02940e-008,0.7162
3.03280e-008,0.7831
3.03620e-008,0.8132
3.03960e-008,0.8017
3.04300e-008,0.7564
3.04640e-008,0.6997
3.04980e-008,0.6524
3.05320e-008,0.6199
3.05660e-008,0.5969
3.06000e-008,0.5830
3.06340e-008,0.5818
3.06680e-008,0.5922
3.07020e-008,0.6073
3.07360e-008,0.6195
3.07700e-008,0.6248
3.08040e-008,0.6242
3.08380e-008,0.6196
3.08720e-008,0.6097
3.09060e-008,0.5869
3.09400e-008,0.5358
3.09740e-008,0.4485
3.10080e-008,0.3332
3.10420e-008,0.1930
3.10760e-008,0.0221
3.11100e-008,-0.1724
3.11440e-008,-0.3670
3.11780e-008,-0.5346
3.12120e-008,-0.6598
3.12460e-008,-0.7457
3.12800e-008,-0.7971
3.13140e-008,-0.8086
3.13480e-008,-0.7804
3.13820e-008,-0.7286
3.14160e-008,-0.6771
3.14500e-008,-0.6393
3.14840e-008,-0.6127
3.15180e-008,-0.5934
3.15520e-008,-0.5851
3.15860e-008,-0.5907
3.16200e-008,-0.6051
3.16540e-008,-0.6194
3.16880e-008,-0.6273
3.17220e-008,-0.6287
3.17560e-008,-0.6262
3.17900e-008,-0.6201
3.18240e-008,-0.6064
3.18580e-008,-0.5737
3.18920e-008,-0.5074
3.19260e-008,-0.4075
3.19600e-008,-0.2834
3.19940e-008,-0.1319
3.20280e-008,0.0510
3.20620e-008,0.2508
3.20960e-008,0.4402
3.21300e-008,0.5939
3.21640e-008,0.7034
3.21980e-008,0.7754
3.22320e-008,0.8114
3.22660e-008,0.8060
3.23000e-008,0.7645
3.23340e-008,0.7079
3.23680e-008,0.6585
3.24020e-008,0.6240
3.24360e-008,0.5998
3.24700e-008,0.5843
3.25040e-008,0.5812
3.25380e-008,0.5902
3.25720e-008,0.6052
3.26060e-008,0.6182
3.26400e-008,0.6245
3.26740e-008,0.6246
3.27080e-008,0.6206
3.27420e-008,0.6117
3.27760e-008,0.5917
3.28100e-008,0.5457
3.28440e-008,0.4635
3.28780e-008,0.3517
3.29120e-008,0.2155
3.29460e-008,0.0491
3.29800e-008,-0.1431
3.30140e-008,-0.3396
3.30480e-008,-0.5126
3.30820e-008,-0.6441
3.31160e-008,-0.7352
3.31500e-008,-0.7918
3.31840e-008,-0.8096
3.32180e-008,-0.7865
3.32520e-008,-0.7366
3.32860e-008,-0.6838
3.33200e-008,-0.6439
3.33540e-008,-0.6161
3.33880e-008,-0.5956
3.34220e-008,-0.5854
3.34560e-008,-0.5891
3.34900e-008,-0.6027
3.35240e-008,-0.6176
3.35580e-008,-0.6266
3.35920e-008,-0.6287
3.36260e-008,-0.6267
3.36600e-008,-0.6213
3.36940e-008,-0.6092
3.37280e-008,-0.5803
3.37620e-008,-0.5194
3.37960e-008,-0.4238
3.38300e-008,-0.3031
3.38640e-008,-0.1561
3.38980e-008,0.0225
3.39320e-008,0.2214
3.39660e-008,0.4141
3.40000e-008,0.5742
3.40340e-008,0.6899
3.40680e-008,0.7670
3.41020e-008,0.8087
3.41360e-008,0.8094
3.41700e-008,0.7722
3.42040e-008,0.7163
3.42380e-008,0.6648
3.42720e-008,0.6283
3.43060e-008,0.6029
3.43400e-008,0.5860
3.43740e-008,0.5809
3.44080e-008,0.5884
3.44420e-008,0.6030
3.44760e-008,0.6167
3.45100e-008,0.6240
3.45440e-008,0.6249
3.45780e-008,0.6215
3.46120e-008,0.6135
3.46460e-008,0.5959
3.46800e-008,0.5547
3.47140e-008,0.4777
3.47480e-008,0.3696
3.47820e-008,0.2373
3.48160e-008,0.0756
3.48500e-008,-0.1139
3.48840e-008,-0.3114
3.49180e-008,-0.4894
3.49520e-008,-0.6274
3.49860e-008,-0.7240
3.50200e-008,-0.7857
3.50540e-008,-0.8096
3.50880e-008,-0.7920
