.HEADER
..NAMES
Time,V U2.K3
.DATA
3.33415e-008,0.3041
3.33875e-008,0.2833
3.34334e-008,0.2718
3.34793e-008,0.2675
3.35253e-008,0.2692
3.35712e-008,0.2739
3.36171e-008,0.2768
3.36630e-008,0.2781
3.37090e-008,0.2769
3.37549e-008,0.2718
3.38008e-008,0.2626
3.38467e-008,0.2509
3.38927e-008,0.2412
3.39386e-008,0.2353
3.39845e-008,0.2345
3.40304e-008,0.2386
3.40764e-008,0.2466
3.41223e-008,0.2552
3.41682e-008,0.2601
3.42141e-008,0.2598
3.42601e-008,0.2543
3.43060e-008,0.2483
3.43519e-008,0.2449
3.43978e-008,0.2464
3.44438e-008,0.2538
3.44897e-008,0.2625
3.45356e-008,0.2675
3.45815e-008,0.2666
3.46275e-008,0.2606
3.46734e-008,0.2532
3.47193e-008,0.2475
3.47652e-008,0.2452
3.48112e-008,0.2470
3.48571e-008,0.2509
3.49030e-008,0.2548
3.49489e-008,0.2572
3.49949e-008,0.2576
3.50408e-008,0.2566
3.50867e-008,0.2549
3.51326e-008,0.2533
3.51786e-008,0.2526
3.52245e-008,0.2525
3.52704e-008,0.2524
3.53163e-008,0.2521
3.53622e-008,0.2521
3.54082e-008,0.2530
3.54541e-008,0.2547
3.55000e-008,0.2563
3.55459e-008,0.2566
3.55919e-008,0.2550
3.56378e-008,0.2522
3.56837e-008,0.2498
3.57296e-008,0.2491
3.57756e-008,0.2504
3.58215e-008,0.2528
3.58674e-008,0.2548
3.59133e-008,0.2557
3.59593e-008,0.2551
3.60052e-008,0.2534
3.60511e-008,0.2514
3.60970e-008,0.2502
3.61430e-008,0.2504
3.61889e-008,0.2516
3.62348e-008,0.2532
3.62807e-008,0.2542
3.63267e-008,0.2540
3.63726e-008,0.2530
3.64185e-008,0.2523
3.64644e-008,0.2697
3.65104e-008,0.3490
3.65563e-008,0.4653
3.66022e-008,0.6226
3.66481e-008,0.8150
3.66941e-008,0.9771
3.67400e-008,1.0921
3.67859e-008,1.1524
3.68318e-008,1.1585
3.68778e-008,1.1456
3.69237e-008,1.1224
3.69696e-008,1.1153
3.70155e-008,1.1342
3.70615e-008,1.1625
3.71074e-008,1.1928
3.71533e-008,1.2136
3.71992e-008,1.2193
3.72452e-008,1.2158
3.72911e-008,1.2076
3.73370e-008,1.2008
3.73830e-008,1.2004
3.74289e-008,1.2019
3.74748e-008,1.2054
3.75207e-008,1.2114
3.75667e-008,1.2212
3.76126e-008,1.2332
3.76585e-008,1.2434
3.77044e-008,1.2477
3.77504e-008,1.2439
3.77963e-008,1.2330
3.78422e-008,1.2195
3.78881e-008,1.2106
3.79341e-008,1.2099
3.79800e-008,1.2167
3.80259e-008,1.2271
3.80718e-008,1.2337
3.81178e-008,1.2341
3.81637e-008,1.2274
3.82096e-008,1.2153
3.82555e-008,1.2061
3.83015e-008,1.2042
3.83474e-008,1.2104
3.83933e-008,1.2215
3.84392e-008,1.2310
3.84852e-008,1.2352
3.85311e-008,1.2329
3.85770e-008,1.2260
3.86229e-008,1.2196
3.86689e-008,1.2165
3.87148e-008,1.2168
