.HEADER
..NAMES
Time,V U2.R2
.DATA
4.55576e-008,0.2519
4.56035e-008,0.2529
4.56495e-008,0.2523
4.56954e-008,0.2506
4.57413e-008,0.2487
4.57872e-008,0.2567
4.58332e-008,0.3260
4.58791e-008,0.4407
4.59250e-008,0.5566
4.59709e-008,0.7306
4.60169e-008,0.8960
4.60628e-008,1.0070
4.61087e-008,1.0784
4.61546e-008,1.0968
4.62006e-008,1.0734
4.62465e-008,1.0430
4.62924e-008,1.0255
4.63383e-008,1.0335
4.63843e-008,1.0755
4.64302e-008,1.1324
4.64761e-008,1.1833
4.65220e-008,1.2231
4.65680e-008,1.2438
4.66139e-008,1.2394
4.66598e-008,1.2258
4.67057e-008,1.2167
4.67517e-008,1.2086
4.67976e-008,1.2146
4.68435e-008,1.2290
4.68894e-008,1.2441
4.69354e-008,1.2619
4.69813e-008,1.2683
4.70272e-008,1.2636
4.70731e-008,1.2534
4.71190e-008,1.2375
4.71650e-008,1.2227
4.72109e-008,1.2162
4.72568e-008,1.2195
4.73027e-008,1.2298
4.73487e-008,1.2382
4.73946e-008,1.2415
4.74405e-008,1.2381
4.74864e-008,1.2266
4.75324e-008,1.2138
4.75783e-008,1.2065
4.76242e-008,1.2085
4.76701e-008,1.2177
4.77161e-008,1.2300
4.77620e-008,1.2410
4.78079e-008,1.2439
4.78538e-008,1.2386
4.78998e-008,1.2281
4.79457e-008,1.2157
4.79916e-008,1.2076
4.80375e-008,1.2059
4.80835e-008,1.2093
4.81294e-008,1.2176
4.81753e-008,1.2265
4.82212e-008,1.2324
4.82672e-008,1.2344
4.83131e-008,1.2317
4.83590e-008,1.2260
4.84049e-008,1.2193
4.84509e-008,1.2143
4.84968e-008,1.2130
4.85427e-008,1.2159
4.85886e-008,1.2216
4.86346e-008,1.2277
4.86805e-008,1.2319
4.87264e-008,1.2323
4.87723e-008,1.2285
4.88183e-008,1.2227
4.88642e-008,1.2178
4.89101e-008,1.2156
