.HEADER
..NAMES
Time,V U1.H24&G25
.DATA
1.46366e-008,0.5802
1.46790e-008,0.7229
1.47215e-008,0.7966
1.47639e-008,0.8501
1.48063e-008,0.8785
1.48487e-008,0.9087
1.48912e-008,0.9301
1.49336e-008,0.9331
1.49760e-008,0.9221
1.50185e-008,0.8920
1.50609e-008,0.8938
1.51033e-008,0.8771
1.51457e-008,0.8568
1.51881e-008,0.8801
1.52306e-008,0.8988
1.52730e-008,0.9469
1.53154e-008,1.0134
1.53579e-008,1.0321
1.54003e-008,0.9551
1.54427e-008,0.5138
1.54851e-008,0.0930
1.55276e-008,-0.2782
1.55700e-008,-0.5551
1.56124e-008,-0.7116
1.56548e-008,-0.7877
1.56972e-008,-0.8445
1.57397e-008,-0.8715
1.57821e-008,-0.9047
1.58245e-008,-0.9284
1.58670e-008,-0.9281
1.59094e-008,-0.9174
1.59518e-008,-0.8902
1.59942e-008,-0.8927
1.60366e-008,-0.8803
1.60791e-008,-0.8595
1.61215e-008,-0.8772
1.61639e-008,-0.8946
1.62064e-008,-0.9383
1.62488e-008,-1.0071
1.62912e-008,-1.0310
1.63336e-008,-0.9790
1.63761e-008,-0.5656
1.64185e-008,-0.1253
1.64609e-008,0.2435
1.65033e-008,0.5342
1.65457e-008,0.7049
1.65882e-008,0.7830
1.66306e-008,0.8446
1.66730e-008,0.8722
1.67155e-008,0.9039
1.67579e-008,0.9279
1.68003e-008,0.9281
1.68427e-008,0.9165
1.68851e-008,0.8911
1.69276e-008,0.8931
1.69700e-008,0.8853
1.70124e-008,0.8638
1.70548e-008,0.8775
1.70973e-008,0.8945
1.71397e-008,0.9323
1.71821e-008,1.0031
1.72246e-008,1.0331
1.72670e-008,0.9985
1.73094e-008,0.6198
1.73518e-008,0.1649
1.73942e-008,-0.2009
1.74367e-008,-0.5067
1.74791e-008,-0.6921
1.75215e-008,-0.7739
1.75640e-008,-0.8393
1.76064e-008,-0.8676
1.76488e-008,-0.8997
1.76912e-008,-0.9244
1.77336e-008,-0.9260
1.77761e-008,-0.9142
1.78185e-008,-0.8918
1.78609e-008,-0.8937
1.79033e-008,-0.8877
1.79458e-008,-0.8638
1.79882e-008,-0.8729
1.80306e-008,-0.8897
1.80731e-008,-0.9240
1.81155e-008,-0.9964
1.81579e-008,-1.0304
1.82003e-008,-1.0066
1.82427e-008,-0.6650
1.82852e-008,-0.1962
1.83276e-008,0.1666
1.83700e-008,0.4852
1.84125e-008,0.6837
1.84549e-008,0.7688
1.84973e-008,0.8370
1.85397e-008,0.8674
1.85822e-008,0.8989
1.86246e-008,0.9229
1.86670e-008,0.9281
1.87094e-008,0.9190
1.87518e-008,0.8951
1.87943e-008,0.8931
1.88367e-008,0.8906
1.88791e-008,0.8659
1.89216e-008,0.8721
1.89640e-008,0.8910
1.90064e-008,0.9200
1.90488e-008,0.9916
1.90912e-008,1.0313
1.91337e-008,1.0147
1.91761e-008,0.7134
1.92185e-008,0.2374
1.92610e-008,-0.1240
1.93034e-008,-0.4573
1.93458e-008,-0.6686
1.93882e-008,-0.7586
1.94307e-008,-0.8293
1.94731e-008,-0.8616
1.95155e-008,-0.8947
1.95579e-008,-0.9200
1.96003e-008,-0.9268
1.96428e-008,-0.9175
1.96852e-008,-0.8961
1.97276e-008,-0.8919
1.97701e-008,-0.8917
1.98125e-008,-0.8664
1.98549e-008,-0.8684
1.98973e-008,-0.8873
1.99397e-008,-0.9128
1.99822e-008,-0.9837
2.00246e-008,-1.0277
2.00670e-008,-1.0179
2.01095e-008,-0.7549
2.01519e-008,-0.2739
2.01943e-008,0.0884
2.02367e-008,0.4343
2.02792e-008,0.6569
2.03216e-008,0.7527
2.03640e-008,0.8249
2.04064e-008,0.8616
2.04488e-008,0.8941
2.04913e-008,0.9185
2.05337e-008,0.9290
2.05761e-008,0.9250
2.06186e-008,0.9034
2.06610e-008,0.8926
2.07034e-008,0.8935
2.07458e-008,0.8670
2.07882e-008,0.8653
2.08307e-008,0.8884
2.08731e-008,0.9103
2.09155e-008,0.9781
2.09580e-008,1.0276
2.10004e-008,1.0232
2.10428e-008,0.7977
2.10852e-008,0.3167
2.11277e-008,-0.0487
2.11701e-008,-0.4063
2.12125e-008,-0.6391
2.12549e-008,-0.7433
2.12973e-008,-0.8160
2.13398e-008,-0.8554
2.13822e-008,-0.8884
2.14246e-008,-0.9155
2.14671e-008,-0.9286
2.15095e-008,-0.9279
2.15519e-008,-0.9089
2.15943e-008,-0.8919
2.16367e-008,-0.8930
2.16792e-008,-0.8667
2.17216e-008,-0.8599
2.17640e-008,-0.8854
2.18064e-008,-0.9051
2.18489e-008,-0.9700
2.18913e-008,-1.0241
2.19337e-008,-1.0254
2.19762e-008,-0.8372
2.20186e-008,-0.3571
2.20610e-008,0.0169
2.21034e-008,0.3828
2.21458e-008,0.6248
2.21883e-008,0.7384
2.22307e-008,0.8108
2.22731e-008,0.8545
2.23156e-008,0.8864
2.23580e-008,0.9148
2.24004e-008,0.9312
2.24428e-008,0.9327
2.24852e-008,0.9149
2.25277e-008,0.8905
2.25701e-008,0.8929
2.26125e-008,0.8701
2.26549e-008,0.8589
2.26974e-008,0.8858
2.27398e-008,0.9041
2.27822e-008,0.9629
2.28247e-008,1.0217
2.28671e-008,1.0294
2.29095e-008,0.8783
2.29519e-008,0.4052
2.29943e-008,0.0206
2.30368e-008,-0.3511
2.30792e-008,-0.6029
2.31216e-008,-0.7286
2.31641e-008,-0.8017
2.32065e-008,-0.8496
2.32489e-008,-0.8803
2.32913e-008,-0.9113
2.33338e-008,-0.9298
2.33762e-008,-0.9271
2.34186e-008,-0.9118
2.34610e-008,-0.8884
2.35034e-008,-0.8930
2.35459e-008,-0.8743
2.35883e-008,-0.8604
2.36307e-008,-0.8825
2.36732e-008,-0.8992
2.37156e-008,-0.9545
2.37580e-008,-1.0169
2.38004e-008,-1.0313
2.38428e-008,-0.9187
2.38853e-008,-0.4540
2.39277e-008,-0.0527
2.39701e-008,0.3209
2.40126e-008,0.5837
2.40550e-008,0.7232
