.HEADER
..NAMES
Time,V U1.H24&G25
.DATA
3.63179e-008,-0.8428
3.63603e-008,-0.8699
3.64027e-008,-0.9017
3.64452e-008,-0.9262
3.64876e-008,-0.9279
3.65300e-008,-0.9191
3.65724e-008,-0.8925
3.66148e-008,-0.8935
3.66573e-008,-0.8835
3.66997e-008,-0.8596
3.67421e-008,-0.8744
3.67845e-008,-0.8928
3.68270e-008,-0.9313
3.68694e-008,-1.0022
3.69118e-008,-1.0309
3.69543e-008,-0.9955
3.69967e-008,-0.6182
3.70391e-008,-0.1616
3.70815e-008,0.2036
3.71240e-008,0.5088
3.71664e-008,0.6943
3.72088e-008,0.7758
3.72512e-008,0.8405
3.72936e-008,0.8682
3.73361e-008,0.9009
3.73785e-008,0.9258
3.74209e-008,0.9293
3.74634e-008,0.9220
3.75058e-008,0.8954
3.75482e-008,0.8938
3.75906e-008,0.8872
3.76331e-008,0.8615
3.76755e-008,0.8725
3.77179e-008,0.8925
3.77603e-008,0.9258
3.78027e-008,0.9972
3.78452e-008,1.0315
3.78876e-008,1.0071
3.79300e-008,0.6671
3.79725e-008,0.1990
3.80149e-008,-0.1631
3.80573e-008,-0.4828
3.80997e-008,-0.6810
3.81422e-008,-0.7664
3.81846e-008,-0.8345
3.82270e-008,-0.8632
3.82694e-008,-0.8968
3.83118e-008,-0.9228
3.83543e-008,-0.9283
3.83967e-008,-0.9222
3.84391e-008,-0.8969
3.84815e-008,-0.8921
3.85240e-008,-0.8882
3.85664e-008,-0.8621
3.86088e-008,-0.8693
3.86513e-008,-0.8902
3.86937e-008,-0.9190
3.87361e-008,-0.9902
3.87785e-008,-1.0291
3.88210e-008,-1.0122
3.88634e-008,-0.7120
3.89058e-008,-0.2347
3.89482e-008,0.1266
3.89906e-008,0.4594
3.90331e-008,0.6703
3.90755e-008,0.7599
3.91179e-008,0.8303
3.91604e-008,0.8620
3.92028e-008,0.8959
3.92452e-008,0.9219
3.92876e-008,0.9296
3.93301e-008,0.9246
3.93725e-008,0.9006
3.94149e-008,0.8921
3.94573e-008,0.8913
3.94997e-008,0.8649
3.95422e-008,0.8675
3.95846e-008,0.8899
3.96270e-008,0.9147
3.96695e-008,0.9842
3.97119e-008,1.0289
3.97543e-008,1.0184
3.97967e-008,0.7568
3.98392e-008,0.2765
3.98816e-008,-0.0850
3.99240e-008,-0.4320
3.99664e-008,-0.6543
4.00088e-008,-0.7502
4.00513e-008,-0.8226
4.00937e-008,-0.8577
4.01361e-008,-0.8915
4.01785e-008,-0.9184
4.02210e-008,-0.9287
4.02634e-008,-0.9243
4.03058e-008,-0.9025
4.03483e-008,-0.8904
4.03907e-008,-0.8917
4.04331e-008,-0.8662
4.04755e-008,-0.8646
4.05179e-008,-0.8876
4.05604e-008,-0.9091
4.06028e-008,-0.9765
4.06452e-008,-1.0258
4.06876e-008,-1.0222
4.07301e-008,-0.7989
4.07725e-008,-0.3173
4.08149e-008,0.0490
4.08574e-008,0.4070
4.08998e-008,0.6402
4.09422e-008,0.7444
4.09846e-008,0.8170
4.10271e-008,0.8571
4.10695e-008,0.8902
4.11119e-008,0.9171
4.11543e-008,0.9299
4.11967e-008,0.9264
4.12392e-008,0.9066
4.12816e-008,0.8906
4.13240e-008,0.8939
4.13665e-008,0.8698
4.14089e-008,0.8634
4.14513e-008,0.8868
4.14937e-008,0.9061
4.15362e-008,0.9699
4.15786e-008,1.0245
4.16210e-008,1.0275
4.16634e-008,0.8417
4.17058e-008,0.3634
4.17483e-008,-0.0105
4.17907e-008,-0.3777
4.18331e-008,-0.6208
4.18756e-008,-0.7354
4.19180e-008,-0.8085
4.19604e-008,-0.8535
4.20028e-008,-0.8852
4.20453e-008,-0.9132
4.20877e-008,-0.9289
4.21301e-008,-0.9259
4.21725e-008,-0.9086
4.22149e-008,-0.8894
4.22574e-008,-0.8937
4.22998e-008,-0.8716
4.23422e-008,-0.8612
4.23846e-008,-0.8842
4.24271e-008,-0.9017
4.24695e-008,-0.9618
4.25119e-008,-1.0206
4.25544e-008,-1.0295
4.25968e-008,-0.8817
4.26392e-008,-0.4085
4.26816e-008,-0.0219
4.27241e-008,0.3502
4.27665e-008,0.6031
4.28089e-008,0.7304
4.28513e-008,0.8032
4.28937e-008,0.8530
4.29362e-008,0.8835
4.29786e-008,0.9117
4.30210e-008,0.9299
4.30635e-008,0.9277
4.31059e-008,0.9126
4.31483e-008,0.8902
4.31907e-008,0.8952
4.32332e-008,0.8756
4.32756e-008,0.8607
4.33180e-008,0.8829
4.33604e-008,0.8999
4.34028e-008,0.9550
4.34453e-008,1.0181
4.34877e-008,1.0328
4.35301e-008,0.9214
4.35726e-008,0.4577
4.36150e-008,0.0563
