.HEADER
..NAMES
Time,V U1.K23
.DATA
3.92855e-008,1.2639
3.93280e-008,1.2701
3.93704e-008,1.2724
3.94128e-008,1.2687
3.94553e-008,1.2635
3.94977e-008,1.2608
3.95401e-008,1.2621
3.95825e-008,1.2646
3.96250e-008,1.2650
3.96674e-008,1.2639
3.97098e-008,1.2634
3.97522e-008,1.2639
3.97946e-008,1.2646
3.98371e-008,1.2647
3.98795e-008,1.2639
3.99219e-008,1.2637
3.99644e-008,1.2643
4.00068e-008,1.2652
4.00492e-008,1.2653
4.00916e-008,1.2642
4.01341e-008,1.2630
4.01765e-008,1.2630
4.02189e-008,1.2641
4.02613e-008,1.2650
4.03037e-008,1.2650
4.03462e-008,1.2643
4.03886e-008,1.2639
4.04310e-008,1.2641
4.04734e-008,1.2644
4.05159e-008,1.2645
4.05583e-008,1.2642
4.06007e-008,1.2640
4.06432e-008,1.2642
4.06856e-008,1.2644
4.07280e-008,1.2644
4.07704e-008,1.2641
4.08128e-008,1.2640
4.08553e-008,1.2640
4.08977e-008,1.2643
4.09401e-008,1.2645
4.09825e-008,1.2644
4.10250e-008,1.2641
4.10674e-008,1.2640
4.11098e-008,1.2641
4.11523e-008,1.2643
4.11947e-008,1.2643
4.12371e-008,1.2642
4.12795e-008,1.2641
4.13220e-008,1.2642
4.13644e-008,1.2642
4.14068e-008,1.2642
4.14492e-008,1.2642
4.14916e-008,1.2641
4.15341e-008,1.2642
4.15765e-008,1.2642
4.16189e-008,1.2542
4.16614e-008,1.1142
4.17038e-008,0.8750
4.17462e-008,0.6998
4.17886e-008,0.5457
4.18311e-008,0.4309
4.18735e-008,0.3595
4.19159e-008,0.3124
4.19583e-008,0.2797
4.20007e-008,0.2778
4.20432e-008,0.2712
4.20856e-008,0.2702
4.21280e-008,0.2632
4.21704e-008,0.2538
4.22129e-008,0.2719
4.22553e-008,0.2997
4.22977e-008,0.3123
4.23402e-008,0.3006
4.23826e-008,0.2616
4.24250e-008,0.2314
4.24674e-008,0.2240
4.25098e-008,0.2211
4.25523e-008,0.2202
4.25947e-008,0.2189
4.26371e-008,0.2166
4.26795e-008,0.2179
4.27220e-008,0.2196
4.27644e-008,0.2170
4.28068e-008,0.2150
4.28493e-008,0.2145
4.28917e-008,0.2152
4.29341e-008,0.2186
4.29765e-008,0.2189
4.30190e-008,0.2147
4.30614e-008,0.2085
4.31038e-008,0.2057
4.31462e-008,0.2101
