.HEADER
..NAMES
Time,V U1.H24&G25
.DATA
1.48508e-008,1.1865
1.48933e-008,1.1997
1.49357e-008,1.1999
1.49781e-008,1.1956
1.50205e-008,1.1859
1.50629e-008,1.1866
1.51054e-008,1.1776
1.51478e-008,1.1727
1.51902e-008,1.1806
1.52327e-008,1.1833
1.52751e-008,1.2089
1.53175e-008,1.2397
1.53599e-008,1.2460
1.54023e-008,1.1920
1.54448e-008,0.9421
1.54872e-008,0.7195
1.55296e-008,0.5410
1.55721e-008,0.4150
1.56145e-008,0.3445
1.56569e-008,0.3148
1.56993e-008,0.2951
1.57417e-008,0.2871
1.57842e-008,0.2776
1.58266e-008,0.2703
1.58690e-008,0.2719
1.59114e-008,0.2797
1.59539e-008,0.2950
1.59963e-008,0.2921
1.60387e-008,0.2989
1.60812e-008,0.3121
1.61236e-008,0.3002
1.61660e-008,0.2860
1.62084e-008,0.2608
1.62508e-008,0.2259
1.62933e-008,0.2137
1.63357e-008,0.2396
1.63781e-008,0.4324
1.64206e-008,0.6264
1.64630e-008,0.8171
1.65054e-008,0.9693
1.65478e-008,1.0557
1.65903e-008,1.1037
1.66327e-008,1.1425
1.66751e-008,1.1620
1.67175e-008,1.1829
1.67599e-008,1.1985
1.68024e-008,1.2001
1.68448e-008,1.1970
1.68872e-008,1.1868
1.69297e-008,1.1869
1.69721e-008,1.1797
1.70145e-008,1.1722
1.70569e-008,1.1796
1.70993e-008,1.1823
1.71418e-008,1.2020
1.71842e-008,1.2358
1.72266e-008,1.2458
1.72691e-008,1.2162
1.73115e-008,0.9985
1.73539e-008,0.7535
1.73963e-008,0.5741
1.74388e-008,0.4372
1.74812e-008,0.3523
1.75236e-008,0.3196
1.75660e-008,0.2970
1.76084e-008,0.2897
1.76509e-008,0.2790
1.76933e-008,0.2710
1.77357e-008,0.2715
1.77782e-008,0.2769
1.78206e-008,0.2932
1.78630e-008,0.2930
1.79054e-008,0.2958
1.79478e-008,0.3111
1.79903e-008,0.3038
1.80327e-008,0.2883
1.80751e-008,0.2676
1.81176e-008,0.2316
1.81600e-008,0.2143
1.82024e-008,0.2257
1.82448e-008,0.3884
1.82873e-008,0.5935
1.83297e-008,0.7763
1.83721e-008,0.9447
1.84145e-008,1.0440
1.84569e-008,1.0945
1.84994e-008,1.1376
1.85418e-008,1.1573
1.85842e-008,1.1794
1.86267e-008,1.1965
1.86691e-008,1.2002
1.87115e-008,1.1981
1.87539e-008,1.1884
1.87963e-008,1.1869
1.88388e-008,1.1819
1.88812e-008,1.1723
1.89236e-008,1.1779
1.89661e-008,1.1818
1.90085e-008,1.1954
1.90509e-008,1.2307
1.90933e-008,1.2453
1.91358e-008,1.2307
1.91782e-008,1.0519
1.92206e-008,0.7908
1.92630e-008,0.6090
1.93054e-008,0.4604
1.93479e-008,0.3621
1.93903e-008,0.3256
1.94327e-008,0.3001
1.94752e-008,0.2917
1.95176e-008,0.2802
1.95600e-008,0.2722
1.96024e-008,0.2711
1.96448e-008,0.2750
1.96873e-008,0.2905
