.HEADER
..NAMES
Time,V U1.Y25
.DATA
3.50006e-008,1.1897
3.50431e-008,1.2313
3.50855e-008,1.2695
3.51279e-008,1.2829
3.51703e-008,1.2777
3.52128e-008,1.2683
3.52552e-008,1.2579
3.52976e-008,1.2540
3.53400e-008,1.2547
3.53824e-008,1.2591
3.54249e-008,1.2617
3.54673e-008,1.2632
3.55097e-008,1.2633
3.55522e-008,1.2602
3.55946e-008,1.2559
3.56370e-008,1.2525
3.56794e-008,1.2536
3.57219e-008,1.2583
3.57643e-008,1.2662
3.58067e-008,1.2730
3.58491e-008,1.2746
3.58915e-008,1.2713
3.59340e-008,1.2650
3.59764e-008,1.2592
3.60188e-008,1.2546
3.60613e-008,1.1956
3.61037e-008,0.9816
3.61461e-008,0.7956
3.61885e-008,0.6060
3.62310e-008,0.4545
3.62734e-008,0.3603
3.63158e-008,0.3193
3.63582e-008,0.3008
3.64006e-008,0.2819
3.64431e-008,0.2768
3.64855e-008,0.2646
3.65279e-008,0.2480
3.65703e-008,0.2399
3.66128e-008,0.2472
3.66552e-008,0.2687
3.66976e-008,0.2992
3.67401e-008,0.3352
3.67825e-008,0.3391
3.68249e-008,0.3176
3.68673e-008,0.2799
3.69097e-008,0.2373
3.69522e-008,0.1973
3.69946e-008,0.2167
3.70370e-008,0.4163
3.70794e-008,0.6219
3.71219e-008,0.8464
3.71643e-008,1.0019
3.72067e-008,1.0949
3.72492e-008,1.1378
3.72916e-008,1.1568
3.73340e-008,1.1798
3.73764e-008,1.1882
3.74189e-008,1.2070
3.74613e-008,1.2279
3.75037e-008,1.2434
3.75461e-008,1.2398
3.75885e-008,1.2146
3.76310e-008,1.1762
3.76734e-008,1.1299
3.77158e-008,1.1192
3.77583e-008,1.1405
3.78007e-008,1.1862
3.78431e-008,1.2360
3.78855e-008,1.2788
3.79280e-008,1.2443
3.79704e-008,0.9895
3.80128e-008,0.7544
3.80552e-008,0.5573
3.80976e-008,0.4199
3.81401e-008,0.3417
3.81825e-008,0.3126
3.82249e-008,0.3041
3.82673e-008,0.2858
3.83098e-008,0.2797
3.83522e-008,0.2629
3.83946e-008,0.2377
3.84371e-008,0.2228
3.84795e-008,0.2325
3.85219e-008,0.2669
3.85643e-008,0.3110
3.86067e-008,0.3587
3.86492e-008,0.3626
3.86916e-008,0.3272
3.87340e-008,0.2744
3.87764e-008,0.2229
3.88189e-008,0.1822
3.88613e-008,0.1850
3.89037e-008,0.3780
3.89462e-008,0.5992
3.89886e-008,0.8145
3.90310e-008,0.9803
3.90734e-008,1.0803
3.91159e-008,1.1309
3.91583e-008,1.1493
3.92007e-008,1.1732
3.92431e-008,1.1848
