.HEADER
..NAMES
Time,V U1.L24&L25
.DATA
2.19782e-008,1.1158
2.20207e-008,0.9097
2.20631e-008,0.7223
2.21055e-008,0.5485
2.21479e-008,0.4096
2.21904e-008,0.3266
2.22328e-008,0.3006
2.22752e-008,0.2954
2.23176e-008,0.3122
2.23600e-008,0.3344
2.24025e-008,0.3283
2.24449e-008,0.3072
2.24873e-008,0.2903
2.25298e-008,0.2909
2.25722e-008,0.2970
2.26146e-008,0.2984
2.26570e-008,0.2857
2.26994e-008,0.2569
2.27419e-008,0.2357
2.27843e-008,0.2226
2.28267e-008,0.2187
2.28692e-008,0.2218
2.29116e-008,0.2990
2.29540e-008,0.4564
2.29964e-008,0.6261
2.30389e-008,0.8226
2.30813e-008,0.9716
2.31237e-008,1.0650
2.31661e-008,1.1111
2.32085e-008,1.1425
2.32510e-008,1.1486
2.32934e-008,1.1389
2.33358e-008,1.1408
2.33783e-008,1.1507
2.34207e-008,1.1686
2.34631e-008,1.1798
2.35055e-008,1.1833
2.35479e-008,1.1833
2.35904e-008,1.1876
2.36328e-008,1.2059
2.36752e-008,1.2220
2.37177e-008,1.2398
2.37601e-008,1.2484
2.38025e-008,1.2433
2.38449e-008,1.1505
2.38874e-008,0.9485
2.39298e-008,0.7624
2.39722e-008,0.5785
2.40146e-008,0.4334
2.40570e-008,0.3376
2.40995e-008,0.3039
2.41419e-008,0.2950
2.41843e-008,0.3074
2.42268e-008,0.3317
2.42692e-008,0.3315
2.43116e-008,0.3116
2.43540e-008,0.2924
2.43964e-008,0.2896
2.44389e-008,0.2963
2.44813e-008,0.2985
2.45237e-008,0.2902
2.45662e-008,0.2623
2.46086e-008,0.2391
2.46510e-008,0.2244
2.46934e-008,0.2190
2.47359e-008,0.2203
2.47783e-008,0.2735
2.48207e-008,0.4242
2.48631e-008,0.5877
2.49055e-008,0.7900
2.49480e-008,0.9456
2.49904e-008,1.0521
2.50328e-008,1.1035
2.50753e-008,1.1375
2.51177e-008,1.1498
2.51601e-008,1.1403
2.52025e-008,1.1396
2.52449e-008,1.1480
2.52874e-008,1.1651
2.53298e-008,1.1785
2.53722e-008,1.1828
2.54146e-008,1.1837
2.54571e-008,1.1852
2.54995e-008,1.2023
2.55419e-008,1.2188
2.55844e-008,1.2366
2.56268e-008,1.2477
2.56692e-008,1.2474
2.57116e-008,1.1853
2.57540e-008,0.9892
2.57965e-008,0.8004
2.58389e-008,0.6092
2.58813e-008,0.4594
2.59238e-008,0.3503
2.59662e-008,0.3069
2.60086e-008,0.2956
2.60510e-008,0.3032
2.60935e-008,0.3279
2.61359e-008,0.3338
2.61783e-008,0.3160
2.62207e-008,0.2952
2.62631e-008,0.2888
2.63056e-008,0.2953
2.63480e-008,0.2983
2.63904e-008,0.2938
2.64329e-008,0.2681
2.64753e-008,0.2429
2.65177e-008,0.2267
2.65601e-008,0.2194
2.66025e-008,0.2189
2.66450e-008,0.2479
2.66874e-008,0.3916
2.67298e-008,0.5548
2.67723e-008,0.7544
2.68147e-008,0.9173
2.68571e-008,1.0367
2.68995e-008,1.0962
2.69420e-008,1.1317
2.69844e-008,1.1501
2.70268e-008,1.1420
2.70692e-008,1.1387
2.71116e-008,1.1458
2.71541e-008,1.1613
2.71965e-008,1.1769
2.72389e-008,1.1822
2.72814e-008,1.1841
2.73238e-008,1.1837
2.73662e-008,1.1986
2.74086e-008,1.2157
2.74510e-008,1.2331
2.74935e-008,1.2467
2.75359e-008,1.2483
2.75783e-008,1.2129
2.76208e-008,1.0320
2.76632e-008,0.8353
2.77056e-008,0.6429
2.77480e-008,0.4873
2.77905e-008,0.3665
2.78329e-008,0.3102
2.78753e-008,0.2967
2.79177e-008,0.2997
2.79601e-008,0.3233
2.80026e-008,0.3353
2.80450e-008,0.3202
2.80874e-008,0.2986
2.81299e-008,0.2885
2.81723e-008,0.2941
2.82147e-008,0.2980
2.82571e-008,0.2963
2.82995e-008,0.2740
2.83420e-008,0.2469
2.83844e-008,0.2293
2.84268e-008,0.2201
2.84693e-008,0.2187
2.85117e-008,0.2299
2.85541e-008,0.3583
2.85965e-008,0.5228
2.86390e-008,0.7149
2.86814e-008,0.8879
2.87238e-008,1.0181
2.87662e-008,1.0883
2.88086e-008,1.1256
2.88511e-008,1.1492
2.88935e-008,1.1442
2.89359e-008,1.1380
2.89784e-008,1.1440
2.90208e-008,1.1576
2.90632e-008,1.1748
2.91056e-008,1.1817
2.91480e-008,1.1841
2.91905e-008,1.1830
2.92329e-008,1.1947
2.92753e-008,1.2127
2.93178e-008,1.2295
2.93602e-008,1.2451
2.94026e-008,1.2486
2.94450e-008,1.2271
