.HEADER
..NAMES
Time,V U1.W24&W25
.DATA
2.52449e-008,-0.7907
2.52874e-008,-0.8138
2.53298e-008,-0.8609
2.53722e-008,-0.9022
2.54146e-008,-0.9097
2.54571e-008,-0.9038
2.54995e-008,-0.8954
2.55419e-008,-0.8958
2.55844e-008,-0.9286
2.56268e-008,-0.9895
2.56692e-008,-1.0275
2.57116e-008,-1.0210
2.57540e-008,-0.7676
2.57965e-008,-0.3652
2.58389e-008,0.0237
2.58813e-008,0.3806
2.59238e-008,0.6458
2.59662e-008,0.8178
2.60086e-008,0.8968
2.60510e-008,0.9002
2.60935e-008,0.8809
2.61359e-008,0.8284
2.61783e-008,0.7932
2.62207e-008,0.8140
2.62631e-008,0.8573
2.63056e-008,0.9005
2.63480e-008,0.9105
2.63904e-008,0.9049
2.64329e-008,0.8958
2.64753e-008,0.8956
2.65177e-008,0.9247
2.65601e-008,0.9851
2.66025e-008,1.0258
2.66450e-008,1.0246
2.66874e-008,0.8028
2.67298e-008,0.4035
2.67723e-008,0.0193
2.68147e-008,-0.3485
2.68571e-008,-0.6236
2.68995e-008,-0.8023
2.69420e-008,-0.8923
2.69844e-008,-0.8988
2.70268e-008,-0.8831
2.70692e-008,-0.8333
2.71116e-008,-0.7917
2.71541e-008,-0.8070
2.71965e-008,-0.8503
2.72389e-008,-0.8973
2.72814e-008,-0.9096
2.73238e-008,-0.9057
2.73662e-008,-0.8965
2.74086e-008,-0.8943
2.74510e-008,-0.9187
2.74935e-008,-0.9780
2.75359e-008,-1.0229
2.75783e-008,-1.0273
2.76208e-008,-0.8340
2.76632e-008,-0.4400
2.77056e-008,-0.0606
2.77480e-008,0.3188
2.77905e-008,0.6029
2.78329e-008,0.7885
2.78753e-008,0.8890
2.79177e-008,0.9009
2.79601e-008,0.8879
2.80026e-008,0.8398
2.80450e-008,0.7951
2.80874e-008,0.8076
2.81299e-008,0.8473
2.81723e-008,0.8947
2.82147e-008,0.9101
2.82571e-008,0.9069
2.82995e-008,0.8970
2.83420e-008,0.8944
2.83844e-008,0.9154
2.84268e-008,0.9733
2.84693e-008,1.0207
2.85117e-008,1.0303
2.85541e-008,0.8667
2.85965e-008,0.4803
2.86390e-008,0.1032
2.86814e-008,-0.2861
2.87238e-008,-0.5788
2.87662e-008,-0.7721
2.88086e-008,-0.8823
2.88511e-008,-0.8997
2.88935e-008,-0.8891
2.89359e-008,-0.8446
2.89784e-008,-0.7957
2.90208e-008,-0.8010
2.90632e-008,-0.8400
2.91056e-008,-0.8907
2.91480e-008,-0.9090
2.91905e-008,-0.9074
2.92329e-008,-0.8980
2.92753e-008,-0.8938
2.93178e-008,-0.9103
2.93602e-008,-0.9658
2.94026e-008,-1.0171
2.94450e-008,-1.0324
2.94875e-008,-0.8977
2.95299e-008,-0.5186
2.95723e-008,-0.1416
2.96147e-008,0.2558
2.96571e-008,0.5558
2.96996e-008,0.7577
2.97420e-008,0.8772
2.97844e-008,0.9016
2.98269e-008,0.8931
2.98693e-008,0.8509
2.99117e-008,0.8001
2.99541e-008,0.8019
2.99965e-008,0.8379
3.00390e-008,0.8873
3.00814e-008,0.9091
3.01238e-008,0.9084
3.01663e-008,0.8986
3.02087e-008,0.8941
3.02511e-008,0.9078
3.02935e-008,0.9609
3.03360e-008,1.0143
3.03784e-008,1.0339
3.04208e-008,0.9305
3.04632e-008,0.5600
3.05056e-008,0.1806
3.05481e-008,-0.2214
3.05905e-008,-0.5292
3.06329e-008,-0.7410
3.06753e-008,-0.8691
3.07178e-008,-0.9002
3.07602e-008,-0.8933
3.08026e-008,-0.8553
3.08451e-008,-0.8024
3.08875e-008,-0.7961
3.09299e-008,-0.8306
3.09723e-008,-0.8824
3.10147e-008,-0.9078
3.10572e-008,-0.9086
3.10996e-008,-0.8997
3.11420e-008,-0.8940
3.11844e-008,-0.9037
3.12269e-008,-0.9534
3.12693e-008,-1.0098
3.13117e-008,-1.0340
3.13542e-008,-0.9599
3.13966e-008,-0.5995
3.14390e-008,-0.2149
3.14814e-008,0.1879
3.15239e-008,0.5034
3.15663e-008,0.7255
3.16087e-008,0.8627
3.16511e-008,0.9014
3.16935e-008,0.8965
3.17360e-008,0.8614
3.17784e-008,0.8074
3.18208e-008,0.7974
3.18633e-008,0.8294
3.19057e-008,0.8784
3.19481e-008,0.9075
3.19905e-008,0.9096
3.20330e-008,0.9004
3.20754e-008,0.8943
3.21178e-008,0.9021
3.21602e-008,0.9485
3.22026e-008,1.0064
3.22451e-008,1.0329
3.22875e-008,0.9843
3.23299e-008,0.6425
3.23723e-008,0.2517
3.24148e-008,-0.1500
3.24572e-008,-0.4743
3.24996e-008,-0.7072
3.25421e-008,-0.8533
3.25845e-008,-0.8997
3.26269e-008,-0.8962
3.26693e-008,-0.8653
3.27117e-008,-0.8109
3.27542e-008,-0.7926
3.27966e-008,-0.8222
3.28390e-008,-0.8727
3.28814e-008,-0.9058
3.29239e-008,-0.9094
3.29663e-008,-0.9017
3.30087e-008,-0.8946
3.30512e-008,-0.8990
3.30936e-008,-0.9412
3.31360e-008,-1.0010
3.31784e-008,-1.0315
3.32209e-008,-1.0020
3.32633e-008,-0.6833
3.33057e-008,-0.2862
3.33481e-008,0.1125
3.33905e-008,0.4467
3.34330e-008,0.6897
3.34754e-008,0.8447
3.35178e-008,0.9003
3.35603e-008,0.8989
3.36027e-008,0.8712
3.36451e-008,0.8165
3.36875e-008,0.7942
3.37300e-008,0.8218
3.37724e-008,0.8686
3.38148e-008,0.9049
3.38572e-008,0.9102
3.38996e-008,0.9025
3.39421e-008,0.8948
3.39845e-008,0.8981
3.40269e-008,0.9366
3.40694e-008,0.9970
3.41118e-008,1.0300
3.41542e-008,1.0133
3.41966e-008,0.7240
3.42391e-008,0.3229
3.42815e-008,-0.0718
3.43239e-008,-0.4161
3.43663e-008,-0.6694
3.44087e-008,-0.8325
3.44512e-008,-0.8981
3.44936e-008,-0.8980
3.45360e-008,-0.8745
3.45784e-008,-0.8210
3.46209e-008,-0.7908
3.46633e-008,-0.8146
3.47057e-008,-0.8621
3.47482e-008,-0.9027
3.47906e-008,-0.9098
3.48330e-008,-0.9037
3.48754e-008,-0.8954
3.49178e-008,-0.8960
3.49603e-008,-0.9299
3.50027e-008,-0.9908
3.50451e-008,-1.0280
3.50875e-008,-1.0205
3.51300e-008,-0.7602
3.51724e-008,-0.3575
3.52148e-008,0.0325
3.52573e-008,0.3872
3.52997e-008,0.6502
3.53421e-008,0.8208
3.53845e-008,0.8973
3.54270e-008,0.9001
3.54694e-008,0.8800
3.55118e-008,0.8271
3.55542e-008,0.7930
3.55966e-008,0.8147
3.56391e-008,0.8583
3.56815e-008,0.9010
3.57239e-008,0.9104
3.57664e-008,0.9046
3.58088e-008,0.8957
3.58512e-008,0.8956
3.58936e-008,0.9257
3.59361e-008,0.9863
3.59785e-008,1.0262
3.60209e-008,1.0239
3.60633e-008,0.7958
3.61057e-008,0.3952
3.61482e-008,0.0100
3.61906e-008,-0.3554
3.62330e-008,-0.6284
3.62754e-008,-0.8056
3.63179e-008,-0.8932
3.63603e-008,-0.8989
3.64027e-008,-0.8824
3.64452e-008,-0.8321
3.64876e-008,-0.7915
3.65300e-008,-0.8077
3.65724e-008,-0.8515
3.66148e-008,-0.8980
3.66573e-008,-0.9097
3.66997e-008,-0.9056
3.67421e-008,-0.8965
3.67845e-008,-0.8944
3.68270e-008,-0.9197
3.68694e-008,-0.9794
3.69118e-008,-1.0236
3.69543e-008,-1.0268
3.69967e-008,-0.8273
3.70391e-008,-0.4318
3.70815e-008,-0.0516
3.71240e-008,0.3255
3.71664e-008,0.6076
3.72088e-008,0.7917
3.72512e-008,0.8901
3.72936e-008,0.9007
3.73361e-008,0.8872
3.73785e-008,0.8385
3.74209e-008,0.7947
3.74634e-008,0.8081
3.75058e-008,0.8483
3.75482e-008,0.8954
3.75906e-008,0.9101
3.76331e-008,0.9066
3.76755e-008,0.8968
3.77179e-008,0.8944
3.77603e-008,0.9162
3.78027e-008,0.9745
3.78452e-008,1.0213
3.78876e-008,1.0298
3.79300e-008,0.8600
3.79725e-008,0.4717
3.80149e-008,0.0943
3.80573e-008,-0.2931
3.80997e-008,-0.5840
3.81422e-008,-0.7756
3.81846e-008,-0.8837
3.82270e-008,-0.8997
3.82694e-008,-0.8886
3.83118e-008,-0.8435
3.83543e-008,-0.7951
3.83967e-008,-0.8016
3.84391e-008,-0.8412
3.84815e-008,-0.8916
3.85240e-008,-0.9092
3.85664e-008,-0.9073
3.86088e-008,-0.8979
3.86513e-008,-0.8939
3.86937e-008,-0.9111
3.87361e-008,-0.9673
3.87785e-008,-1.0179
3.88210e-008,-1.0322
3.88634e-008,-0.8911
3.89058e-008,-0.5101
3.89482e-008,-0.1333
3.89906e-008,0.2626
3.90331e-008,0.5611
3.90755e-008,0.7610
3.91179e-008,0.8786
3.91604e-008,0.9015
3.92028e-008,0.8925
3.92452e-008,0.8497
3.92876e-008,0.7993
3.93301e-008,0.8023
3.93725e-008,0.8388
3.94149e-008,0.8881
3.94573e-008,0.9092
3.94997e-008,0.9082
3.95422e-008,0.8983
3.95846e-008,0.8940
3.96270e-008,0.9084
3.96695e-008,0.9622
3.97119e-008,1.0150
3.97543e-008,1.0338
3.97967e-008,0.9237
3.98392e-008,0.5512
3.98816e-008,0.1724
3.99240e-008,-0.2288
3.99664e-008,-0.5350
4.00088e-008,-0.7445
4.00513e-008,-0.8708
4.00937e-008,-0.9003
4.01361e-008,-0.8930
4.01785e-008,-0.8542
4.02210e-008,-0.8015
4.02634e-008,-0.7966
4.03058e-008,-0.8317
4.03483e-008,-0.8834
4.03907e-008,-0.9081
4.04331e-008,-0.9085
4.04755e-008,-0.8996
4.05179e-008,-0.8940
4.05604e-008,-0.9044
4.06028e-008,-0.9548
4.06452e-008,-1.0108
4.06876e-008,-1.0343
4.07301e-008,-0.9545
4.07725e-008,-0.5907
4.08149e-008,-0.2073
4.08574e-008,0.1954
4.08998e-008,0.5093
4.09422e-008,0.7291
4.09846e-008,0.8643
4.10271e-008,0.9014
4.10695e-008,0.8961
4.11119e-008,0.8602
4.11543e-008,0.8064
4.11967e-008,0.7977
4.12392e-008,0.8302
4.12816e-008,0.8794
4.13240e-008,0.9077
4.13665e-008,0.9094
4.14089e-008,0.9001
4.14513e-008,0.8942
4.14937e-008,0.9025
4.15362e-008,0.9498
4.15786e-008,1.0073
4.16210e-008,1.0332
4.16634e-008,0.9801
4.17058e-008,0.6333
4.17483e-008,0.2438
4.17907e-008,-0.1582
4.18331e-008,-0.4806
4.18756e-008,-0.7111
