.HEADER
..NAMES
Time,V U1.G24
.DATA
8.95168e-008,-0.0903
8.95592e-008,-0.0936
8.96016e-008,-0.1076
8.96440e-008,-0.1146
8.96865e-008,-0.1030
8.97289e-008,-0.0732
8.97713e-008,-0.0174
8.98137e-008,0.0518
8.98562e-008,0.1017
8.98986e-008,0.1224
8.99410e-008,0.1114
8.99834e-008,0.0603
9.00258e-008,0.0945
9.00683e-008,0.2284
9.01107e-008,0.4051
9.01531e-008,0.5688
9.01955e-008,0.7022
9.02380e-008,0.7917
9.02804e-008,0.8534
9.03228e-008,0.8952
9.03652e-008,0.9239
9.04077e-008,0.9391
9.04501e-008,0.9500
9.04925e-008,0.9568
9.05350e-008,0.9652
9.05774e-008,0.9773
9.06198e-008,0.9632
9.06622e-008,0.9301
9.07047e-008,0.9344
9.07471e-008,1.0062
9.07895e-008,1.1336
9.08319e-008,1.3084
9.08744e-008,1.4250
9.09168e-008,1.2582
9.09592e-008,1.0189
9.10016e-008,0.8444
9.10441e-008,0.7151
9.10865e-008,0.6404
9.11289e-008,0.6163
9.11713e-008,0.6129
9.12137e-008,0.6132
9.12562e-008,0.6303
9.12986e-008,0.6495
9.13410e-008,0.6718
9.13834e-008,0.6902
9.14259e-008,0.6831
9.14683e-008,0.6768
9.15107e-008,0.7131
9.15531e-008,0.6829
9.15956e-008,0.5207
9.16380e-008,0.3031
9.16804e-008,0.0595
9.17229e-008,-0.1780
9.17653e-008,-0.2774
9.18077e-008,-0.2267
9.18501e-008,0.0347
9.18926e-008,0.3059
9.19350e-008,0.4668
9.19774e-008,0.5622
9.20198e-008,0.5845
9.20623e-008,0.5976
9.21047e-008,0.6219
9.21471e-008,0.6535
9.21895e-008,0.6623
9.22320e-008,0.6596
9.22744e-008,0.6605
9.23168e-008,0.6760
9.23592e-008,0.6889
9.24016e-008,0.7000
9.24441e-008,0.7119
9.24865e-008,0.7844
9.25289e-008,0.9579
9.25713e-008,1.1824
9.26138e-008,1.3973
9.26562e-008,1.5411
9.26986e-008,1.5612
9.27410e-008,1.4469
9.27835e-008,1.1626
9.28259e-008,0.8943
9.28683e-008,0.7965
9.29108e-008,0.7390
9.29532e-008,0.6979
9.29956e-008,0.6662
9.30380e-008,0.6448
9.30805e-008,0.6302
9.31229e-008,0.6440
9.31653e-008,0.6571
9.32077e-008,0.6650
9.32502e-008,0.6643
9.32926e-008,0.6538
9.33350e-008,0.6401
9.33774e-008,0.6343
9.34198e-008,0.5490
9.34623e-008,0.3458
9.35047e-008,0.1267
9.35471e-008,-0.0480
9.35895e-008,-0.1634
9.36320e-008,-0.1736
9.36744e-008,-0.1047
9.37168e-008,0.0457
9.37592e-008,0.2248
9.38017e-008,0.3217
9.38441e-008,0.4336
9.38865e-008,0.5063
9.39290e-008,0.5694
9.39714e-008,0.6106
9.40138e-008,0.6425
9.40562e-008,0.6505
9.40987e-008,0.6548
9.41411e-008,0.6640
9.41835e-008,0.6801
9.42259e-008,0.6908
9.42684e-008,0.7092
9.43108e-008,0.7386
9.43532e-008,0.8042
9.43956e-008,0.9392
9.44381e-008,1.0974
9.44805e-008,1.2423
9.45229e-008,1.3544
9.45653e-008,1.4171
9.46077e-008,1.4071
9.46502e-008,1.2415
9.46926e-008,0.9901
9.47350e-008,0.8637
9.47774e-008,0.7569
9.48199e-008,0.6840
9.48623e-008,0.6402
9.49047e-008,0.6293
9.49471e-008,0.6227
9.49896e-008,0.6348
9.50320e-008,0.6442
9.50744e-008,0.6527
9.51169e-008,0.6554
9.51593e-008,0.6468
9.52017e-008,0.6278
9.52441e-008,0.6237
9.52866e-008,0.5762
9.53290e-008,0.4178
9.53714e-008,0.2203
9.54138e-008,0.0383
9.54563e-008,-0.1214
9.54987e-008,-0.2058
9.55411e-008,-0.1823
9.55835e-008,-0.0673
9.56259e-008,0.1566
9.56684e-008,0.2996
9.57108e-008,0.4428
9.57532e-008,0.5183
9.57956e-008,0.5704
9.58381e-008,0.5962
9.58805e-008,0.6279
9.59229e-008,0.6435
9.59653e-008,0.6506
9.60078e-008,0.6588
9.60502e-008,0.6741
9.60926e-008,0.6852
9.61351e-008,0.7011
9.61775e-008,0.7249
9.62199e-008,0.7694
9.62623e-008,0.8868
9.63048e-008,1.0518
9.63472e-008,1.2233
9.63896e-008,1.3681
9.64320e-008,1.4569
9.64745e-008,1.4565
9.65169e-008,1.3001
9.65593e-008,1.0069
9.66017e-008,0.8484
9.66442e-008,0.7433
9.66866e-008,0.6833
9.67290e-008,0.6441
9.67714e-008,0.6340
9.68138e-008,0.6243
9.68563e-008,0.6299
9.68987e-008,0.6403
9.69411e-008,0.6509
9.69835e-008,0.6559
9.70260e-008,0.6506
9.70684e-008,0.6329
9.71108e-008,0.6290
9.71532e-008,0.5991
9.71957e-008,0.4538
9.72381e-008,0.2457
9.72805e-008,0.0507
9.73230e-008,-0.1158
9.73654e-008,-0.2104
9.74078e-008,-0.1848
9.74502e-008,-0.0921
9.74927e-008,0.1366
9.75351e-008,0.2845
9.75775e-008,0.4153
9.76199e-008,0.4927
9.76624e-008,0.5496
9.77048e-008,0.5821
9.77472e-008,0.6194
9.77896e-008,0.6410
9.78321e-008,0.6473
9.78745e-008,0.6544
9.79169e-008,0.6691
9.79593e-008,0.6813
9.80017e-008,0.6953
9.80442e-008,0.7191
9.80866e-008,0.7571
9.81290e-008,0.8634
9.81714e-008,1.0255
9.82139e-008,1.1954
9.82563e-008,1.3391
9.82987e-008,1.4336
9.83412e-008,1.4477
9.83836e-008,1.4397
9.84260e-008,1.4492
9.84684e-008,1.4679
9.85109e-008,1.4939
9.85533e-008,1.5185
9.85957e-008,1.5315
9.86381e-008,1.5352
9.86806e-008,1.5415
9.87230e-008,1.5494
9.87654e-008,1.5557
9.88078e-008,1.5589
9.88503e-008,1.5596
9.88927e-008,1.5578
9.89351e-008,1.5587
9.89775e-008,1.5478
9.90199e-008,1.5148
9.90624e-008,1.4740
9.91048e-008,1.4402
9.91472e-008,1.4189
9.91896e-008,1.4258
9.92321e-008,1.4570
9.92745e-008,1.4860
9.93169e-008,1.5331
9.93593e-008,1.4613
9.94018e-008,1.2940
9.94442e-008,1.1322
9.94866e-008,0.9603
9.95291e-008,0.8018
9.95715e-008,0.6974
9.96139e-008,0.6358
9.96563e-008,0.5876
9.96988e-008,0.5635
9.97412e-008,0.5514
9.97836e-008,0.5432
9.98260e-008,0.5416
9.98685e-008,0.5427
9.99109e-008,0.5374
9.99533e-008,0.5569
9.99957e-008,0.5785
1.000382e-007,0.5372
1.000806e-007,0.4412
1.001230e-007,0.3060
1.001654e-007,0.1239
1.002078e-007,-0.0440
1.002503e-007,-0.1282
1.002927e-007,-0.1602
1.003351e-007,-0.1611
1.003775e-007,-0.1414
1.004200e-007,-0.1208
1.004624e-007,-0.1102
1.005048e-007,-0.0989
1.005472e-007,-0.0901
1.005897e-007,-0.0859
1.006321e-007,-0.0855
1.006745e-007,-0.0892
1.007170e-007,-0.0954
1.007594e-007,-0.0947
1.008018e-007,-0.0959
1.008442e-007,-0.1077
1.008867e-007,-0.1125
1.009291e-007,-0.0973
1.009715e-007,-0.0688
1.010139e-007,-0.0228
1.010564e-007,0.0367
1.010988e-007,0.0808
1.011412e-007,0.0988
1.011836e-007,0.0963
1.012260e-007,0.0529
1.012685e-007,0.0802
1.013109e-007,0.1997
1.013533e-007,0.3760
1.013957e-007,0.5378
1.014382e-007,0.6739
1.014806e-007,0.7708
1.015230e-007,0.8376
1.015654e-007,0.8849
1.016079e-007,0.9176
1.016503e-007,0.9353
1.016927e-007,0.9472
1.017352e-007,0.9553
1.017776e-007,0.9611
1.018200e-007,0.9712
1.018624e-007,0.9621
1.019049e-007,0.9320
1.019473e-007,0.9307
1.019897e-007,0.9958
1.020321e-007,1.1157
1.020746e-007,1.2806
1.021170e-007,1.4467
1.021594e-007,1.5546
1.022018e-007,1.5888
1.022443e-007,1.5843
1.022867e-007,1.5699
1.023291e-007,1.5619
1.023715e-007,1.5638
1.024139e-007,1.5676
1.024564e-007,1.5685
1.024988e-007,1.5676
1.025412e-007,1.5669
1.025836e-007,1.5692
1.026261e-007,1.5752
1.026685e-007,1.5772
1.027109e-007,1.5777
1.027533e-007,1.5888
1.027958e-007,1.6035
1.028382e-007,1.6012
1.028806e-007,1.5767
1.029231e-007,1.5319
1.029655e-007,1.4736
1.030079e-007,1.4241
1.030503e-007,1.4265
1.030928e-007,1.4702
1.031352e-007,1.3958
1.031776e-007,1.2859
1.032200e-007,1.1264
1.032625e-007,0.9383
1.033049e-007,0.7776
1.033473e-007,0.6792
1.033897e-007,0.6142
1.034321e-007,0.5759
1.034746e-007,0.5525
1.035170e-007,0.5354
1.035594e-007,0.5273
1.036018e-007,0.5274
1.036443e-007,0.5109
1.036867e-007,0.4943
1.037291e-007,0.5161
1.037715e-007,0.5271
1.038140e-007,0.4992
1.038564e-007,0.4426
1.038988e-007,0.3254
1.039413e-007,0.1367
1.039837e-007,-0.0299
1.040261e-007,-0.0155
1.040685e-007,0.1954
1.041110e-007,0.4016
1.041534e-007,0.6116
1.041958e-007,0.7249
1.042382e-007,0.7751
1.042807e-007,0.7788
1.043231e-007,0.7759
1.043655e-007,0.7619
1.044079e-007,0.7464
1.044504e-007,0.7234
1.044928e-007,0.7057
1.045352e-007,0.7087
1.045776e-007,0.7209
1.046200e-007,0.7041
1.046625e-007,0.6937
1.047049e-007,0.7799
1.047473e-007,0.9496
1.047897e-007,1.1843
1.048322e-007,1.4463
1.048746e-007,1.6399
1.049170e-007,1.6664
1.049594e-007,1.4309
1.050019e-007,1.0597
1.050443e-007,0.8541
1.050867e-007,0.7279
1.051292e-007,0.6782
1.051716e-007,0.6690
1.052140e-007,0.6821
1.052564e-007,0.6783
1.052989e-007,0.6888
1.053413e-007,0.7050
1.053837e-007,0.7163
1.054261e-007,0.7089
1.054686e-007,0.6926
1.055110e-007,0.6788
1.055534e-007,0.6856
1.055958e-007,0.6416
1.056383e-007,0.4568
1.056807e-007,0.1975
1.057231e-007,-0.0538
1.057655e-007,-0.2489
1.058079e-007,-0.3077
1.058504e-007,-0.2107
1.058928e-007,-0.0324
1.059352e-007,0.2263
1.059776e-007,0.3583
1.060201e-007,0.4574
1.060625e-007,0.4976
1.061049e-007,0.5393
1.061473e-007,0.5745
1.061898e-007,0.6183
1.062322e-007,0.6407
1.062746e-007,0.6527
1.063171e-007,0.6679
1.063595e-007,0.6882
1.064019e-007,0.6999
1.064443e-007,0.7129
1.064868e-007,0.7359
1.065292e-007,0.7874
1.065716e-007,0.9208
1.066140e-007,1.1011
1.066565e-007,1.2634
1.066989e-007,1.3691
1.067413e-007,1.4083
1.067837e-007,1.3793
1.068261e-007,1.3655
1.068686e-007,1.3949
1.069110e-007,1.4477
1.069534e-007,1.5034
1.069958e-007,1.5443
1.070383e-007,1.5603
1.070807e-007,1.5644
1.071231e-007,1.5699
1.071655e-007,1.5744
1.072080e-007,1.5750
1.072504e-007,1.5728
1.072928e-007,1.5680
1.073353e-007,1.5627
1.073777e-007,1.5591
1.074201e-007,1.5382
1.074625e-007,1.4943
1.075050e-007,1.4493
1.075474e-007,1.4219
1.075898e-007,1.4183
1.076322e-007,1.4486
1.076747e-007,1.4948
1.077171e-007,1.5243
1.077595e-007,1.5283
1.078019e-007,1.5115
1.078444e-007,1.4868
1.078868e-007,1.4691
1.079292e-007,1.4645
1.079716e-007,1.4660
1.080140e-007,1.4679
1.080565e-007,1.4677
1.080989e-007,1.4664
1.081413e-007,1.4669
1.081837e-007,1.4703
1.082262e-007,1.4724
1.082686e-007,1.4748
1.083110e-007,1.4849
1.083534e-007,1.5021
1.083959e-007,1.5194
1.084383e-007,1.5322
1.084807e-007,1.5324
1.085232e-007,1.5166
1.085656e-007,1.4952
1.086080e-007,1.4806
1.086504e-007,1.4781
1.086929e-007,1.5175
1.087353e-007,1.4652
1.087777e-007,1.3288
1.088201e-007,1.1872
1.088626e-007,1.0183
1.089050e-007,0.8549
1.089474e-007,0.7473
1.089898e-007,0.6862
1.090322e-007,0.6401
1.090747e-007,0.6165
1.091171e-007,0.6021
1.091595e-007,0.5911
1.092019e-007,0.5852
1.092444e-007,0.5756
1.092868e-007,0.5528
1.093292e-007,0.5518
1.093716e-007,0.5590
1.094141e-007,0.5215
1.094565e-007,0.4483
1.094989e-007,0.3394
1.095414e-007,0.1725
1.095838e-007,0.0020
1.096262e-007,-0.0900
1.096686e-007,0.0739
1.097111e-007,0.3026
1.097535e-007,0.5118
1.097959e-007,0.6663
1.098383e-007,0.7394
1.098808e-007,0.7593
1.099232e-007,0.7621
1.099656e-007,0.7595
1.100080e-007,0.7450
1.100505e-007,0.7296
1.100929e-007,0.7123
1.101353e-007,0.7058
1.101777e-007,0.7174
1.102201e-007,0.7230
1.102626e-007,0.7018
1.103050e-007,0.7367
1.103474e-007,0.8737
1.103898e-007,1.0772
1.104323e-007,1.3237
1.104747e-007,1.5538
1.105171e-007,1.6619
1.105595e-007,1.5825
1.106020e-007,1.2517
1.106444e-007,0.9485
1.106868e-007,0.7960
1.107293e-007,0.7140
1.107717e-007,0.6799
1.108141e-007,0.6793
1.108565e-007,0.6817
1.108990e-007,0.6776
1.109414e-007,0.6917
1.109838e-007,0.7060
1.110262e-007,0.7090
1.110687e-007,0.6977
1.111111e-007,0.6817
1.111535e-007,0.6756
1.111959e-007,0.6753
1.112384e-007,0.5749
1.112808e-007,0.3483
1.113232e-007,0.0933
1.113656e-007,-0.1301
1.114080e-007,-0.2732
1.114505e-007,-0.2606
1.114929e-007,-0.1480
1.115353e-007,-0.0696
1.115777e-007,-0.0322
1.116202e-007,-0.0187
1.116626e-007,-0.0259
1.117050e-007,-0.0442
1.117474e-007,-0.0528
1.117899e-007,-0.0599
1.118323e-007,-0.0717
1.118747e-007,-0.0879
1.119172e-007,-0.0987
1.119596e-007,-0.0971
1.120020e-007,-0.0903
1.120444e-007,-0.0990
1.120869e-007,-0.1002
1.121293e-007,-0.0558
1.121717e-007,0.0158
1.122141e-007,0.0854
1.122566e-007,0.1499
1.122990e-007,0.1795
1.123414e-007,0.1455
1.123838e-007,0.0845
1.124262e-007,0.0351
1.124687e-007,0.0049
1.125111e-007,-0.0040
1.125535e-007,0.0052
1.125959e-007,0.0177
1.126384e-007,0.0241
1.126808e-007,0.0267
1.127232e-007,0.0319
1.127656e-007,0.0413
1.128081e-007,0.0480
1.128505e-007,0.0461
1.128929e-007,0.0443
1.129354e-007,0.0484
1.129778e-007,0.0440
1.130202e-007,0.0238
1.130626e-007,-0.0036
1.131051e-007,-0.0365
1.131475e-007,-0.0696
1.131899e-007,-0.0815
1.132323e-007,-0.0661
1.132748e-007,-0.0385
1.133172e-007,-0.0121
1.133596e-007,0.0058
1.134020e-007,0.0057
1.134445e-007,0.0403
1.134869e-007,0.1317
1.135293e-007,0.2965
1.135717e-007,0.4448
1.136141e-007,0.5703
1.136566e-007,0.6619
1.136990e-007,0.7258
1.137414e-007,0.7724
1.137838e-007,0.8035
1.138263e-007,0.8227
1.138687e-007,0.8372
1.139111e-007,0.8510
1.139535e-007,0.8666
1.139960e-007,0.8920
1.140384e-007,0.9137
1.140808e-007,0.9226
1.141233e-007,0.9404
1.141657e-007,1.0020
1.142081e-007,1.1070
1.142505e-007,1.2439
1.142930e-007,1.3739
1.143354e-007,1.3098
1.143778e-007,1.0552
1.144202e-007,0.8835
1.144627e-007,0.7420
1.145051e-007,0.6604
1.145475e-007,0.6218
1.145899e-007,0.6168
1.146323e-007,0.6102
1.146748e-007,0.6218
1.147172e-007,0.6367
1.147596e-007,0.6554
1.148020e-007,0.6728
1.148445e-007,0.6737
1.148869e-007,0.6552
1.149293e-007,0.6710
1.149717e-007,0.6760
1.150142e-007,0.5578
1.150566e-007,0.3577
1.150990e-007,0.1360
1.151415e-007,-0.0963
1.151839e-007,-0.2532
1.152263e-007,-0.2475
1.152687e-007,-0.1830
1.153112e-007,-0.1332
1.153536e-007,-0.0994
1.153960e-007,-0.0794
1.154384e-007,-0.0785
1.154809e-007,-0.0795
1.155233e-007,-0.0739
1.155657e-007,-0.0655
1.156081e-007,-0.0614
1.156506e-007,-0.0685
1.156930e-007,-0.0769
1.157354e-007,-0.0708
1.157778e-007,-0.0704
1.158202e-007,-0.0907
1.158627e-007,-0.0884
1.159051e-007,-0.0450
1.159475e-007,0.0092
1.159899e-007,0.0706
1.160324e-007,0.1378
1.160748e-007,0.1651
1.161172e-007,0.1410
1.161596e-007,0.1005
1.162021e-007,0.0571
1.162445e-007,0.0671
1.162869e-007,0.1702
1.163294e-007,0.3633
1.163718e-007,0.5419
1.164142e-007,0.6844
1.164566e-007,0.7788
1.164991e-007,0.8395
1.165415e-007,0.8878
1.165839e-007,0.9170
1.166263e-007,0.9306
1.166688e-007,0.9420
1.167112e-007,0.9522
1.167536e-007,0.9492
1.167960e-007,0.9444
1.168385e-007,0.9325
1.168809e-007,0.9030
1.169233e-007,0.8947
1.169657e-007,0.9611
1.170081e-007,1.0995
1.170506e-007,1.2752
1.170930e-007,1.4481
1.171354e-007,1.4631
1.171778e-007,1.1887
1.172203e-007,0.9540
1.172627e-007,0.7796
1.173051e-007,0.6785
1.173476e-007,0.6291
1.173900e-007,0.6229
1.174324e-007,0.6206
1.174748e-007,0.6292
1.175173e-007,0.6477
1.175597e-007,0.6666
1.176021e-007,0.6879
1.176445e-007,0.7021
1.176870e-007,0.6914
1.177294e-007,0.7025
1.177718e-007,0.7342
1.178142e-007,0.6502
1.178567e-007,0.4423
1.178991e-007,0.1985
1.179415e-007,-0.0557
1.179839e-007,-0.2542
1.180263e-007,-0.2739
1.180688e-007,-0.1655
1.181112e-007,0.1368
1.181536e-007,0.3589
1.181960e-007,0.4958
1.182385e-007,0.5506
1.182809e-007,0.5737
1.183233e-007,0.5894
1.183657e-007,0.6236
1.184082e-007,0.6529
1.184506e-007,0.6583
1.184930e-007,0.6551
1.185355e-007,0.6631
1.185779e-007,0.6787
1.186203e-007,0.6901
1.186627e-007,0.7029
1.187052e-007,0.7292
1.187476e-007,0.8377
1.187900e-007,1.0342
1.188324e-007,1.2562
1.188749e-007,1.4401
1.189173e-007,1.5381
1.189597e-007,1.5147
1.190021e-007,1.4430
1.190446e-007,1.4103
1.190870e-007,1.4182
1.191294e-007,1.4552
1.191718e-007,1.4964
1.192142e-007,1.5229
1.192567e-007,1.5289
1.192991e-007,1.5335
1.193415e-007,1.5449
1.193840e-007,1.5604
1.194264e-007,1.5696
1.194688e-007,1.5725
1.195112e-007,1.5721
1.195536e-007,1.5755
1.195961e-007,1.5656
1.196385e-007,1.5247
1.196809e-007,1.4651
1.197234e-007,1.4102
1.197658e-007,1.3746
1.198082e-007,1.3819
1.198506e-007,1.4337
1.198930e-007,1.4910
1.199355e-007,1.5267
1.199779e-007,1.5332
1.200203e-007,1.5171
1.200628e-007,1.4941
1.201052e-007,1.4808
1.201476e-007,1.4788
1.201900e-007,1.4802
1.202325e-007,1.4775
1.202749e-007,1.4710
1.203173e-007,1.4657
1.203597e-007,1.4652
1.204021e-007,1.4655
1.204446e-007,1.4656
1.204870e-007,1.4727
1.205294e-007,1.4903
1.205719e-007,1.5134
1.206143e-007,1.5376
1.206567e-007,1.5529
1.206991e-007,1.5463
1.207415e-007,1.5218
1.207840e-007,1.4944
1.208264e-007,1.4764
1.208688e-007,1.4734
1.209113e-007,1.4836
1.209537e-007,1.4974
1.209961e-007,1.5059
1.210385e-007,1.5072
1.210809e-007,1.5054
1.211234e-007,1.5053
1.211658e-007,1.5079
1.212082e-007,1.5103
1.212507e-007,1.5109
1.212931e-007,1.5109
1.213355e-007,1.5097
1.213779e-007,1.5053
1.214204e-007,1.4982
1.214628e-007,1.4889
1.215052e-007,1.4786
1.215476e-007,1.4729
1.215900e-007,1.4768
1.216325e-007,1.4882
1.216749e-007,1.5012
1.217173e-007,1.5103
1.217598e-007,1.5115
1.218022e-007,1.5057
1.218446e-007,1.4980
1.218870e-007,1.4930
1.219294e-007,1.4923
1.219719e-007,1.4938
1.220143e-007,1.4946
1.220567e-007,1.4939
1.220992e-007,1.4929
1.221416e-007,1.4922
1.221840e-007,1.4921
1.222264e-007,1.4932
1.222688e-007,1.4955
1.223113e-007,1.4985
1.223537e-007,1.5025
1.223961e-007,1.5067
1.224385e-007,1.5085
1.224810e-007,1.5065
1.225234e-007,1.5013
1.225658e-007,1.4952
1.226083e-007,1.4909
1.226507e-007,1.4905
1.226931e-007,1.4936
1.227355e-007,1.4978
1.227779e-007,1.5006
1.228204e-007,1.5010
1.228628e-007,1.5001
1.229052e-007,1.4993
1.229477e-007,1.4992
1.229901e-007,1.4997
1.230325e-007,1.5002
1.230749e-007,1.5003
1.231173e-007,1.4996
1.231598e-007,1.4985
1.232022e-007,1.4971
1.232446e-007,1.4955
1.232871e-007,1.4939
1.233295e-007,1.4933
1.233719e-007,1.4944
1.234143e-007,1.4967
1.234567e-007,1.4996
1.234992e-007,1.5015
1.235416e-007,1.5016
1.235840e-007,1.5000
1.236264e-007,1.4978
1.236689e-007,1.4963
1.237113e-007,1.4961
1.237537e-007,1.4967
