.HEADER
..NAMES
Time,V U1.L24&L25
.DATA
4.21725e-008,-0.8719
4.22149e-008,-0.8829
4.22574e-008,-0.8831
4.22998e-008,-0.8835
4.23422e-008,-0.9015
4.23846e-008,-0.9503
4.24271e-008,-0.9885
4.24695e-008,-1.0183
4.25119e-008,-1.0295
4.25544e-008,-1.0185
4.25968e-008,-0.8476
4.26392e-008,-0.4895
4.26816e-008,-0.1377
4.27241e-008,0.2419
4.27665e-008,0.5377
4.28089e-008,0.7274
4.28513e-008,0.8070
4.28937e-008,0.8481
4.29362e-008,0.8446
4.29786e-008,0.8102
4.30210e-008,0.8096
4.30635e-008,0.8379
4.31059e-008,0.8702
4.31483e-008,0.8832
4.31907e-008,0.8832
4.32332e-008,0.8842
4.32756e-008,0.8987
4.33180e-008,0.9459
4.33604e-008,0.9848
4.34028e-008,1.0161
4.34453e-008,1.0302
4.34877e-008,1.0235
4.35301e-008,0.8786
4.35726e-008,0.5256
4.36150e-008,0.1760
