.HEADER
..NAMES
Time,V U1.L24&L25
.DATA
4.23826e-008,0.8070
4.24250e-008,0.8481
4.24674e-008,0.8446
4.25098e-008,0.8102
4.25523e-008,0.8096
4.25947e-008,0.8379
4.26371e-008,0.8702
4.26795e-008,0.8832
4.27220e-008,0.8832
4.27644e-008,0.8842
4.28068e-008,0.8987
4.28493e-008,0.9459
4.28917e-008,0.9848
4.29341e-008,1.0161
4.29765e-008,1.0302
4.30190e-008,1.0235
4.30614e-008,0.8786
4.31038e-008,0.5256
4.31462e-008,0.1760
4.31886e-008,-0.2102
4.32311e-008,-0.5105
4.32735e-008,-0.7132
4.33159e-008,-0.8002
4.33584e-008,-0.8451
4.34008e-008,-0.8475
4.34432e-008,-0.8125
4.34856e-008,-0.8052
4.35281e-008,-0.8321
