.HEADER
..NAMES
Time,V U1.W24&W25
.DATA
3.80552e-008,-0.9092
3.80976e-008,-0.9073
3.81401e-008,-0.8979
3.81825e-008,-0.8939
3.82249e-008,-0.9111
3.82673e-008,-0.9673
3.83098e-008,-1.0179
3.83522e-008,-1.0322
3.83946e-008,-0.8911
3.84371e-008,-0.5101
3.84795e-008,-0.1333
3.85219e-008,0.2626
3.85643e-008,0.5611
3.86067e-008,0.7610
3.86492e-008,0.8786
3.86916e-008,0.9015
3.87340e-008,0.8925
3.87764e-008,0.8497
3.88189e-008,0.7993
3.88613e-008,0.8023
3.89037e-008,0.8388
3.89462e-008,0.8881
3.89886e-008,0.9092
3.90310e-008,0.9082
3.90734e-008,0.8983
3.91159e-008,0.8940
3.91583e-008,0.9084
3.92007e-008,0.9622
3.92431e-008,1.0150
3.92855e-008,1.0338
3.93280e-008,0.9237
3.93704e-008,0.5512
3.94128e-008,0.1724
3.94553e-008,-0.2288
3.94977e-008,-0.5350
3.95401e-008,-0.7445
3.95825e-008,-0.8708
3.96250e-008,-0.9003
3.96674e-008,-0.8930
3.97098e-008,-0.8542
3.97522e-008,-0.8015
3.97946e-008,-0.7966
3.98371e-008,-0.8317
3.98795e-008,-0.8834
3.99219e-008,-0.9081
3.99644e-008,-0.9085
4.00068e-008,-0.8996
4.00492e-008,-0.8940
4.00916e-008,-0.9044
4.01341e-008,-0.9548
4.01765e-008,-1.0108
4.02189e-008,-1.0343
4.02613e-008,-0.9545
4.03037e-008,-0.5907
4.03462e-008,-0.2073
4.03886e-008,0.1954
4.04310e-008,0.5093
4.04734e-008,0.7291
4.05159e-008,0.8643
4.05583e-008,0.9014
4.06007e-008,0.8961
4.06432e-008,0.8602
4.06856e-008,0.8064
4.07280e-008,0.7977
4.07704e-008,0.8302
4.08128e-008,0.8794
4.08553e-008,0.9077
4.08977e-008,0.9094
4.09401e-008,0.9001
4.09825e-008,0.8942
4.10250e-008,0.9025
4.10674e-008,0.9498
4.11098e-008,1.0073
4.11523e-008,1.0332
4.11947e-008,0.9801
4.12371e-008,0.6333
4.12795e-008,0.2438
4.13220e-008,-0.1582
4.13644e-008,-0.4806
4.14068e-008,-0.7111
4.14492e-008,-0.8554
4.14916e-008,-0.8999
4.15341e-008,-0.8960
4.15765e-008,-0.8643
4.16189e-008,-0.8099
4.16614e-008,-0.7929
4.17038e-008,-0.8231
4.17462e-008,-0.8739
4.17886e-008,-0.9062
4.18311e-008,-0.9094
4.18735e-008,-0.9015
4.19159e-008,-0.8945
4.19583e-008,-0.8995
