.HEADER
..NAMES
Time,V U1.L24&L25
.DATA
3.59764e-008,1.2481
3.60188e-008,1.2020
3.60613e-008,1.0129
3.61037e-008,0.8205
3.61461e-008,0.6302
3.61885e-008,0.4778
3.62310e-008,0.3610
3.62734e-008,0.3095
3.63158e-008,0.2954
3.63582e-008,0.2979
3.64006e-008,0.3208
3.64431e-008,0.3361
3.64855e-008,0.3220
3.65279e-008,0.3027
3.65703e-008,0.2959
3.66128e-008,0.2996
3.66552e-008,0.3004
3.66976e-008,0.2957
3.67401e-008,0.2707
3.67825e-008,0.2428
3.68249e-008,0.2268
3.68673e-008,0.2196
3.69097e-008,0.2200
3.69522e-008,0.2393
3.69946e-008,0.3745
3.70370e-008,0.5368
3.70794e-008,0.7304
3.71219e-008,0.8993
3.71643e-008,1.0263
3.72067e-008,1.0923
3.72492e-008,1.1295
3.72916e-008,1.1522
3.73340e-008,1.1480
3.73764e-008,1.1396
3.74189e-008,1.1445
3.74613e-008,1.1554
3.75037e-008,1.1688
3.75461e-008,1.1769
3.75885e-008,1.1821
3.76310e-008,1.1839
3.76734e-008,1.1978
3.77158e-008,1.2161
3.77583e-008,1.2323
3.78007e-008,1.2467
3.78431e-008,1.2487
3.78855e-008,1.2216
3.79280e-008,1.0562
3.79704e-008,0.8550
3.80128e-008,0.6657
3.80552e-008,0.5061
3.80976e-008,0.3796
3.81401e-008,0.3145
3.81825e-008,0.2968
3.82249e-008,0.2955
3.82673e-008,0.3153
3.83098e-008,0.3358
3.83522e-008,0.3260
3.83946e-008,0.3059
3.84371e-008,0.2960
3.84795e-008,0.2988
3.85219e-008,0.3004
3.85643e-008,0.2978
3.86067e-008,0.2769
3.86492e-008,0.2473
3.86916e-008,0.2292
3.87340e-008,0.2203
3.87764e-008,0.2195
3.88189e-008,0.2278
3.88613e-008,0.3428
3.89037e-008,0.5054
3.89462e-008,0.6897
3.89886e-008,0.8692
3.90310e-008,1.0060
3.90734e-008,1.0832
3.91159e-008,1.1232
3.91583e-008,1.1500
3.92007e-008,1.1503
3.92431e-008,1.1399
3.92855e-008,1.1430
3.93280e-008,1.1527
3.93704e-008,1.1666
3.94128e-008,1.1756
3.94553e-008,1.1814
3.94977e-008,1.1832
3.95401e-008,1.1940
3.95825e-008,1.2130
3.96250e-008,1.2289
3.96674e-008,1.2447
3.97098e-008,1.2492
3.97522e-008,1.2318
3.97946e-008,1.0958
3.98371e-008,0.8897
3.98795e-008,0.7028
3.99219e-008,0.5351
3.99644e-008,0.4001
4.00068e-008,0.3229
4.00492e-008,0.2990
4.00916e-008,0.2940
4.01341e-008,0.3099
4.01765e-008,0.3341
4.02189e-008,0.3297
4.02613e-008,0.3095
4.03037e-008,0.2966
4.03462e-008,0.2979
4.03886e-008,0.3004
4.04310e-008,0.2991
4.04734e-008,0.2828
4.05159e-008,0.2523
4.05583e-008,0.2320
4.06007e-008,0.2213
4.06432e-008,0.2192
4.06856e-008,0.2248
4.07280e-008,0.3152
4.07704e-008,0.4744
4.08128e-008,0.6475
4.08553e-008,0.8380
4.08977e-008,0.9839
4.09401e-008,1.0717
4.09825e-008,1.1161
4.10250e-008,1.1464
4.10674e-008,1.1522
4.11098e-008,1.1412
4.11523e-008,1.1416
4.11947e-008,1.1503
4.12371e-008,1.1641
4.12795e-008,1.1742
4.13220e-008,1.1805
4.13644e-008,1.1829
4.14068e-008,1.1905
4.14492e-008,1.2097
4.14916e-008,1.2255
4.15341e-008,1.2422
4.15765e-008,1.2493
4.16189e-008,1.2391
4.16614e-008,1.1311
4.17038e-008,0.9270
4.17462e-008,0.7422
4.17886e-008,0.5647
4.18311e-008,0.4225
4.18735e-008,0.3334
4.19159e-008,0.3023
4.19583e-008,0.2935
4.20007e-008,0.3052
4.20432e-008,0.3308
4.20856e-008,0.3328
4.21280e-008,0.3134
4.21704e-008,0.2979
4.22129e-008,0.2970
4.22553e-008,0.3003
4.22977e-008,0.2998
4.23402e-008,0.2879
4.23826e-008,0.2578
4.24250e-008,0.2351
4.24674e-008,0.2227
4.25098e-008,0.2190
4.25523e-008,0.2232
4.25947e-008,0.2898
4.26371e-008,0.4427
4.26795e-008,0.6067
4.27220e-008,0.8058
4.27644e-008,0.9592
4.28068e-008,1.0592
4.28493e-008,1.1083
4.28917e-008,1.1419
4.29341e-008,1.1531
4.29765e-008,1.1432
4.30190e-008,1.1404
4.30614e-008,1.1481
4.31038e-008,1.1614
4.31462e-008,1.1727
4.31886e-008,1.1794
4.32311e-008,1.1827
4.32735e-008,1.1876
4.33159e-008,1.2061
4.33584e-008,1.2224
4.34008e-008,1.2393
4.34432e-008,1.2490
4.34856e-008,1.2452
4.35281e-008,1.1658
4.35705e-008,0.9667
4.36129e-008,0.7811
4.36553e-008,0.5946
4.36977e-008,0.4475
4.37402e-008,0.3450
4.37826e-008,0.3059
4.38250e-008,0.2939
4.38675e-008,0.3013
4.39099e-008,0.3263
4.39523e-008,0.3350
4.39947e-008,0.3175
4.40372e-008,0.2998
4.40796e-008,0.2963
4.41220e-008,0.3000
4.41644e-008,0.3001
4.42068e-008,0.2921
4.42493e-008,0.2638
4.42917e-008,0.2385
4.43341e-008,0.2244
4.43765e-008,0.2191
4.44190e-008,0.2213
4.44614e-008,0.2636
4.45038e-008,0.4107
4.45463e-008,0.5716
4.45887e-008,0.7721
4.46311e-008,0.9317
4.46735e-008,1.0454
4.47160e-008,1.1007
4.47584e-008,1.1363
4.48008e-008,1.1532
4.48432e-008,1.1453
4.48856e-008,1.1398
4.49281e-008,1.1462
4.49705e-008,1.1586
4.50129e-008,1.1710
4.50554e-008,1.1783
