.HEADER
..NAMES
Time,V U1.P25&R25
.DATA
3.64855e-008,-1.0140
3.65279e-008,-0.7498
3.65703e-008,-0.3269
3.66128e-008,0.0784
3.66552e-008,0.4090
3.66976e-008,0.5975
3.67401e-008,0.7303
3.67825e-008,0.7885
3.68249e-008,0.7916
3.68673e-008,0.8125
3.69097e-008,0.8360
3.69522e-008,0.8334
3.69946e-008,0.8597
3.70370e-008,0.8814
3.70794e-008,0.8956
3.71219e-008,0.8970
3.71643e-008,0.8661
3.72067e-008,0.8522
3.72492e-008,0.8524
3.72916e-008,0.8642
3.73340e-008,0.9139
3.73764e-008,0.9789
3.74189e-008,1.0161
3.74613e-008,0.7880
3.75037e-008,0.3671
3.75461e-008,-0.0349
3.75885e-008,-0.3826
3.76310e-008,-0.5843
3.76734e-008,-0.7163
3.77158e-008,-0.7812
3.77583e-008,-0.7838
3.78007e-008,-0.8070
3.78431e-008,-0.8394
3.78855e-008,-0.8383
3.79280e-008,-0.8601
3.79704e-008,-0.8798
3.80128e-008,-0.8914
3.80552e-008,-0.8962
3.80976e-008,-0.8686
3.81401e-008,-0.8535
3.81825e-008,-0.8521
3.82249e-008,-0.8606
3.82673e-008,-0.9072
3.83098e-008,-0.9726
3.83522e-008,-1.0151
3.83946e-008,-0.8205
3.84371e-008,-0.4047
3.84795e-008,-0.0060
3.85219e-008,0.3563
3.85643e-008,0.5694
3.86067e-008,0.7048
3.86492e-008,0.7852
3.86916e-008,0.7897
3.87340e-008,0.8060
3.87764e-008,0.8350
3.88189e-008,0.8323
3.88613e-008,0.8536
3.89037e-008,0.8785
3.89462e-008,0.8925
3.89886e-008,0.9002
3.90310e-008,0.8720
3.90734e-008,0.8530
3.91159e-008,0.8521
3.91583e-008,0.8593
3.92007e-008,0.9016
3.92431e-008,0.9666
3.92855e-008,1.0150
3.93280e-008,0.8546
3.93704e-008,0.4472
3.94128e-008,0.0506
3.94553e-008,-0.3275
3.94977e-008,-0.5556
3.95401e-008,-0.6914
3.95825e-008,-0.7762
3.96250e-008,-0.7819
3.96674e-008,-0.7998
3.97098e-008,-0.8364
3.97522e-008,-0.8381
3.97946e-008,-0.8545
3.98371e-008,-0.8773
3.98795e-008,-0.8886
3.99219e-008,-0.8981
3.99644e-008,-0.8745
4.00068e-008,-0.8546
4.00492e-008,-0.8522
4.00916e-008,-0.8566
4.01341e-008,-0.8952
4.01765e-008,-0.9602
